DateTime,V,DIR,SLP,TP,RH
2018-03-02-18:00:00,1.31,1,1000.1,272.45,56
2018-03-02-19:00:00,0.38,68,999.2,270.95,62
2018-03-02-20:00:00,1.05,6,998.9,271.35,62
2018-03-02-21:00:00,1.35,14,998.9,270.45,68
2018-03-02-22:00:00,0.6,317,998.9,270.25,67
2018-03-02-23:00:00,0.39,331,999.4,270.35,65
2018-03-03-00:00:00,1.21,351,1000.4,273.15,59
2018-03-03-01:00:00,2.09,31,1000.5,276.65,49
2018-03-03-02:00:00,1.51,20,1000.5,279.35,43
2018-03-03-03:00:00,1.46,76,1000.6,280.95,49
2018-03-03-04:00:00,1.73,152,1000.6,282.05,49
2018-03-03-05:00:00,1.5,160,1000.7,282.55,50
2018-03-03-06:00:00,2.58,107,999.8,282.65,53
2018-03-03-07:00:00,2.48,120,1000.4,282.75,54
2018-03-03-08:00:00,1.22,109,1001.8,282.45,58
2018-03-03-09:00:00,1.35,129,1002.6,282.25,57
2018-03-03-10:00:00,1.47,34,1004,281.65,58
2018-03-03-11:00:00,1.02,360,1005,280.55,63
2018-03-03-12:00:00,1.38,1,1005.4,279.75,67
2018-03-03-13:00:00,2.48,350,1006,280.65,68
2018-03-03-14:00:00,0.72,257,1007.3,279.95,71
2018-03-03-15:00:00,1.19,253,1008.5,278.65,73
2018-03-03-16:00:00,0.74,184,1009,277.35,73
2018-03-03-17:00:00,2.41,19,1009.6,280.35,41
2018-03-03-18:00:00,4.44,51,1010.5,283.25,16
2018-03-03-19:00:00,5.02,42,1011.6,282.95,14
2018-03-03-20:00:00,4.34,27,1012,281.95,15
2018-03-03-21:00:00,4.23,23,1012.5,281.55,15
2018-03-03-22:00:00,3.22,56,1013.2,281.15,16
2018-03-03-23:00:00,2.55,102,1014.2,280.15,37
2018-03-04-00:00:00,4.09,162,1015,279.65,69
2018-03-04-01:00:00,3.91,173,1016,279.55,58
2018-03-04-02:00:00,4.73,178,1016.8,279.75,50
2018-03-04-03:00:00,4.05,205,1017.5,279.75,40
2018-03-04-04:00:00,4.7,178,1017.2,280.05,37
2018-03-04-05:00:00,5.07,163,1016.5,280.45,34
2018-03-04-06:00:00,6.28,162,1016,279.95,34
2018-03-04-07:00:00,4.86,170,1015.9,279.85,33
2018-03-04-08:00:00,5.72,156,1016.1,279.05,34
2018-03-04-09:00:00,4.77,140,1016.4,278.15,35
2018-03-04-10:00:00,5.34,141,1017.3,277.45,37
2018-03-04-11:00:00,3.86,142,1018.8,276.75,38
2018-03-04-12:00:00,3.58,160,1019.9,276.15,39
2018-03-04-13:00:00,3.14,180,1020.9,275.65,39
2018-03-04-14:00:00,1.82,101,1021.4,274.45,43
2018-03-04-15:00:00,0.57,105,1021.4,273.45,45
2018-03-04-16:00:00,1.87,10,1021.9,270.45,53
2018-03-04-17:00:00,1.66,34,1022.1,269.85,57
2018-03-04-18:00:00,1.81,12,1022.6,268.85,60
2018-03-04-19:00:00,1.29,344,1022.8,269.05,59
2018-03-04-20:00:00,1.87,21,1023.2,267.25,67
2018-03-04-21:00:00,1.7,358,1023.9,268.55,63
2018-03-04-22:00:00,1.01,309,1024.7,269.15,64
2018-03-04-23:00:00,1.03,20,1025.5,267.25,72
2018-03-05-00:00:00,1.11,16,1026.5,272.05,57
2018-03-05-01:00:00,1.68,78,1027.1,274.65,47
2018-03-05-02:00:00,2.89,132,1027.4,276.65,37
2018-03-05-03:00:00,3.28,164,1027.1,278.25,34
2018-03-05-04:00:00,4.63,158,1026.5,279.95,29
2018-03-05-05:00:00,3.79,182,1025.3,280.65,27
2018-03-05-06:00:00,4.6,191,1024.1,281.55,21
2018-03-05-07:00:00,4.27,191,1023.4,281.25,20
2018-03-05-08:00:00,5.02,187,1023,280.95,22
2018-03-05-09:00:00,5.02,183,1022.7,280.15,25
2018-03-05-10:00:00,5.1,183,1022.8,278.55,27
2018-03-05-11:00:00,6.87,170,1024,276.25,33
2018-03-05-12:00:00,6.11,167,1025.4,274.95,37
2018-03-05-13:00:00,5.53,171,1026.2,273.75,43
2018-03-05-14:00:00,3.59,170,1027,273.15,48
2018-03-05-15:00:00,2.99,90,1027.2,272.05,53
2018-03-05-16:00:00,3.07,106,1027.7,271.05,59
2018-03-05-17:00:00,3.11,131,1028.1,270.95,60
2018-03-05-18:00:00,2.9,121,1028.3,270.85,61
2018-03-05-19:00:00,1.63,104,1027.9,270.05,63
2018-03-05-20:00:00,1.57,102,1028.2,270.05,64
2018-03-05-21:00:00,2.1,104,1028.8,270.15,67
2018-03-05-22:00:00,0.84,102,1029.7,268.55,68
2018-03-05-23:00:00,1.95,109,1030.8,269.35,71
2018-03-06-00:00:00,1.61,123,1032,270.75,66
2018-03-06-01:00:00,4.13,123,1032.6,272.75,58
2018-03-06-02:00:00,3.79,148,1033.1,273.25,56
2018-03-06-03:00:00,2.85,167,1032.9,275.15,49
2018-03-06-04:00:00,3.84,155,1032.2,276.15,44
2018-03-06-05:00:00,2.71,158,1030.8,276.45,38
2018-03-06-06:00:00,4.21,186,1029.8,277.75,32
2018-03-06-07:00:00,4.59,158,1029.1,276.95,31
2018-03-06-08:00:00,5.22,160,1028.6,277.15,30
2018-03-06-09:00:00,6.74,163,1028.5,276.85,30
2018-03-06-10:00:00,8.27,160,1029.2,275.45,36
2018-03-06-11:00:00,7.15,164,1029.7,274.25,39
2018-03-06-12:00:00,6.05,162,1029.8,273.75,33
2018-03-06-13:00:00,5.08,157,1030,273.35,33
2018-03-06-14:00:00,3.44,186,1029.8,272.55,40
2018-03-06-15:00:00,4.61,155,1029.6,272.45,44
2018-03-06-16:00:00,4.95,158,1028.9,271.75,44
2018-03-06-17:00:00,3.95,161,1028.5,271.35,46
2018-03-06-18:00:00,2.93,171,1028,270.85,48
2018-03-06-19:00:00,3.19,142,1027.2,270.85,50
2018-03-06-20:00:00,2.52,107,1026.1,270.55,45
2018-03-06-21:00:00,3.23,147,1025.7,270.65,40
2018-03-06-22:00:00,3.63,150,1024.7,270.35,41
2018-03-06-23:00:00,4.04,157,1024.4,270.25,44
2018-03-07-00:00:00,3.73,161,1024.6,270.95,43
2018-03-07-01:00:00,3.35,164,1024.8,271.65,43
2018-03-07-02:00:00,2.48,149,1024.1,271.95,44
2018-03-07-03:00:00,2.16,169,1023.1,272.85,46
2018-03-07-04:00:00,1.15,142,1022.1,274.95,42
2018-03-07-05:00:00,1.9,155,1021,274.05,46
2018-03-07-06:00:00,1.98,24,1020.5,274.35,47
2018-03-07-07:00:00,1.08,156,1019.8,274.75,46
2018-03-07-08:00:00,0.79,313,1019.5,275.15,46
2018-03-07-09:00:00,1.55,184,1019.6,275.45,46
2018-03-07-10:00:00,0.61,104,1020.6,274.65,48
2018-03-07-11:00:00,1.99,43,1022.3,272.05,55
2018-03-07-12:00:00,1.35,37,1023.6,271.95,56
2018-03-07-13:00:00,0.33,329,1024.7,270.85,60
2018-03-07-14:00:00,0.71,347,1026.1,271.15,58
2018-03-07-15:00:00,1.18,344,1026.8,270.35,61
2018-03-07-16:00:00,1.68,357,1027.4,268.55,64
2018-03-07-17:00:00,1.57,3,1028.1,269.05,64
2018-03-07-18:00:00,2.08,359,1028.4,269.95,56
2018-03-07-19:00:00,2.8,360,1028.5,270.65,51
2018-03-07-20:00:00,1.74,31,1028.6,269.35,50
2018-03-07-21:00:00,3.4,41,1029,270.25,43
2018-03-07-22:00:00,3.97,29,1029.2,269.75,42
2018-03-07-23:00:00,3,14,1029.9,268.25,47
2018-03-08-00:00:00,3.36,34,1030.4,271.75,34
2018-03-08-01:00:00,4.13,42,1030.8,273.95,27
2018-03-08-02:00:00,2.23,44,1030.9,275.85,25
2018-03-08-03:00:00,1.72,116,1030.4,276.45,24
2018-03-08-04:00:00,2.14,130,1029.2,278.45,22
2018-03-08-05:00:00,1.37,266,1028.1,280.55,20
2018-03-08-06:00:00,4.27,172,1026.6,280.75,21
2018-03-08-07:00:00,3.91,196,1026.1,280.75,23
2018-03-08-08:00:00,4.1,189,1025.6,280.25,27
2018-03-08-09:00:00,4.67,185,1025.5,279.15,32
2018-03-08-10:00:00,3.47,190,1024.6,278.15,34
2018-03-08-11:00:00,1.95,191,1025.1,276.25,38
2018-03-08-12:00:00,2.78,180,1025.6,274.55,45
2018-03-08-13:00:00,3.68,180,1026.1,275.15,42
2018-03-08-14:00:00,3.58,160,1025.8,275.55,41
2018-03-08-15:00:00,4.5,152,1025.4,275.15,40
2018-03-08-16:00:00,3.6,116,1025,272.55,51
2018-03-08-17:00:00,3.84,113,1024.9,272.05,55
2018-03-08-18:00:00,3.39,114,1024.5,270.95,60
2018-03-08-19:00:00,2.46,100,1023.9,270.55,62
2018-03-08-20:00:00,2.52,98,1023.6,270.15,63
2018-03-08-21:00:00,2.01,102,1023.2,269.55,66
2018-03-08-22:00:00,1.71,93,1022.7,269.25,67
2018-03-08-23:00:00,1.63,114,1022.3,269.35,68
2018-03-09-00:00:00,0.86,87,1022.4,270.85,61
2018-03-09-01:00:00,1.36,130,1022.2,272.45,51
2018-03-09-02:00:00,1.25,78,1021.2,273.15,48
2018-03-09-03:00:00,1.84,107,1020,275.45,43
2018-03-09-04:00:00,2.48,155,1018.6,276.95,39
2018-03-09-05:00:00,2.23,141,1017.1,277.55,37
2018-03-09-06:00:00,2.75,150,1015.4,280.85,33
2018-03-09-07:00:00,2.32,187,1014.1,281.95,32
2018-03-09-08:00:00,1.7,214,1013.3,282.35,32
2018-03-09-09:00:00,1.87,180,1012.9,281.85,33
2018-03-09-10:00:00,2.49,5,1013,278.25,39
2018-03-09-11:00:00,1.59,19,1013.3,276.25,44
2018-03-09-12:00:00,1.75,28,1013.3,276.05,45
2018-03-09-13:00:00,2.33,33,1013.6,276.55,44
2018-03-09-14:00:00,1.84,11,1014,275.95,46
2018-03-09-15:00:00,1.39,303,1014.1,275.45,49
2018-03-09-16:00:00,0.71,4,1014.2,271.45,60
2018-03-09-17:00:00,0.98,352,1014.4,271.35,62
2018-03-09-18:00:00,1.72,353,1014.9,273.25,56
2018-03-09-19:00:00,1.88,5,1015,272.25,60
2018-03-09-20:00:00,2.67,358,1015.2,272.75,61
2018-03-09-21:00:00,2.13,356,1015.6,272.65,61
2018-03-09-22:00:00,1.24,338,1016.1,272.65,60
2018-03-09-23:00:00,2.94,351,1016.6,273.65,58
2018-03-10-00:00:00,5.05,8,1017.4,276.55,47
2018-03-10-01:00:00,2.63,55,1018.4,279.95,36
2018-03-10-02:00:00,3.21,144,1019.6,281.25,36
2018-03-10-03:00:00,6.27,149,1019.5,282.95,33
2018-03-10-04:00:00,4.93,145,1019.4,284.25,30
2018-03-10-05:00:00,5.13,131,1018.7,285.05,31
2018-03-10-06:00:00,4.27,164,1018,285.25,32
2018-03-10-07:00:00,4.7,169,1017.7,285.55,31
2018-03-10-08:00:00,4.64,163,1017.3,285.65,31
2018-03-10-09:00:00,5.46,175,1017.6,284.15,35
2018-03-10-10:00:00,5.69,157,1018.1,282.55,40
2018-03-10-11:00:00,5.99,146,1019,280.25,43
2018-03-10-12:00:00,7.28,157,1020,278.45,45
2018-03-10-13:00:00,4.74,180,1020.9,277.05,44
2018-03-10-14:00:00,3.03,184,1021.5,276.05,46
2018-03-10-15:00:00,4.92,160,1022.1,275.65,53
2018-03-10-16:00:00,2.83,175,1022.6,273.15,61
2018-03-10-17:00:00,1.59,189,1022.6,273.75,58
2018-03-10-18:00:00,0.98,248,1022.3,271.35,66
2018-03-10-19:00:00,0.69,16,1021.8,269.95,72
2018-03-10-20:00:00,0.42,337,1021.4,269.35,75
2018-03-10-21:00:00,0.3,17,1021.6,268.45,79
2018-03-10-22:00:00,0.8,13,1021.6,267.85,80
2018-03-10-23:00:00,0.84,295,1022.1,269.05,77
2018-03-11-00:00:00,0.88,338,1022.2,273.55,61
2018-03-11-01:00:00,1.6,314,1022.2,276.35,43
2018-03-11-02:00:00,0.95,32,1021.9,277.95,37
2018-03-11-03:00:00,1.44,115,1021.3,277.25,37
2018-03-11-04:00:00,1.98,148,1020.3,277.85,36
2018-03-11-05:00:00,1.53,84,1019.4,278.75,34
2018-03-11-06:00:00,1.78,123,1018.1,278.95,33
2018-03-11-07:00:00,1.5,107,1017.2,279.35,33
2018-03-11-08:00:00,1.3,120,1016.3,279.85,34
2018-03-11-09:00:00,1.3,113,1015.8,280.15,36
2018-03-11-10:00:00,0.45,204,1015.6,280.05,38
2018-03-11-11:00:00,2.17,358,1015.7,278.45,37
2018-03-11-12:00:00,1.31,15,1015.8,277.85,39
2018-03-11-13:00:00,0.64,354,1015.6,278.05,39
2018-03-11-14:00:00,0.83,319,1015.4,278.25,39
2018-03-11-15:00:00,0.78,311,1015.1,278.25,40
2018-03-11-16:00:00,0.98,4,1014.5,277.35,45
2018-03-11-17:00:00,1.34,23,1014,277.15,45
2018-03-11-18:00:00,0.54,350,1013.4,276.85,46
2018-03-11-19:00:00,0.76,206,1012.6,276.25,55
2018-03-11-20:00:00,1.15,2,1011.9,274.05,56
2018-03-11-21:00:00,0.35,298,1011.5,271.55,64
2018-03-11-22:00:00,0.32,339,1011.3,271.65,64
2018-03-11-23:00:00,0.24,214,1011.1,271.65,65
2018-03-12-00:00:00,0.99,358,1011.3,275.65,55
2018-03-12-01:00:00,1.34,3,1011.3,277.85,50
2018-03-12-02:00:00,0.53,67,1010.5,280.45,42
2018-03-12-03:00:00,1.67,109,1009.7,280.95,38
2018-03-12-04:00:00,1.91,120,1008.7,282.95,35
2018-03-12-05:00:00,1.35,169,1007.7,283.65,35
2018-03-12-06:00:00,1.17,224,1006.5,285.65,33
2018-03-12-07:00:00,2.58,152,1005.8,285.65,37
2018-03-12-08:00:00,2.76,189,1005.2,285.55,39
2018-03-12-09:00:00,2.14,185,1005,285.15,40
2018-03-12-10:00:00,1.34,190,1005.5,283.95,44
2018-03-12-11:00:00,2.14,181,1005.7,282.85,48
2018-03-12-12:00:00,1.39,85,1006.2,279.45,57
2018-03-12-13:00:00,1.95,124,1006.3,281.55,56
2018-03-12-14:00:00,0.88,85,1006.1,278.55,64
2018-03-12-15:00:00,0.8,356,1006.2,276.35,72
2018-03-12-16:00:00,1.16,7,1006,275.35,75
2018-03-12-17:00:00,0.84,6,1005.8,274.65,75
2018-03-12-18:00:00,1.22,9,1005.7,273.75,81
2018-03-12-19:00:00,1.41,347,1005.3,274.35,76
2018-03-12-20:00:00,0.67,319,1005.2,273.65,76
2018-03-12-21:00:00,1.3,350,1005,273.15,79
2018-03-12-22:00:00,1.42,338,1005,274.65,72
2018-03-12-23:00:00,1.41,360,1005.2,273.95,75
2018-03-13-00:00:00,1.69,348,1005.7,277.15,65
2018-03-13-01:00:00,1.88,347,1006,280.55,54
2018-03-13-02:00:00,2.4,359,1005.8,283.55,46
2018-03-13-03:00:00,1.12,350,1005.5,286.05,40
2018-03-13-04:00:00,1.14,78,1004.8,287.25,35
2018-03-13-05:00:00,1.4,145,1004.3,289.35,29
2018-03-13-06:00:00,1.04,163,1003.2,290.65,30
2018-03-13-07:00:00,1.32,207,1002.7,291.75,27
2018-03-13-08:00:00,1.19,218,1002.6,292.25,26
2018-03-13-09:00:00,1.51,184,1002.7,291.55,27
2018-03-13-10:00:00,0.48,236,1003.2,288.75,33
2018-03-13-11:00:00,1.03,75,1003.6,285.45,41
2018-03-13-12:00:00,1.19,135,1004.4,285.95,40
2018-03-13-13:00:00,0.47,31,1005,281.25,52
2018-03-13-14:00:00,1.67,11,1005.2,282.35,53
2018-03-13-15:00:00,0.83,360,1005.3,281.25,53
2018-03-13-16:00:00,1.1,7,1005.5,280.05,58
2018-03-13-17:00:00,1.04,355,1006.1,280.95,57
2018-03-13-18:00:00,3.48,117,1006.5,283.55,66
2018-03-13-19:00:00,1.35,154,1005.9,282.35,74
2018-03-13-20:00:00,0.49,334,1005.4,279.35,80
2018-03-13-21:00:00,0.64,272,1005.4,279.35,82
2018-03-13-22:00:00,0.66,259,1005.5,277.75,89
2018-03-13-23:00:00,1.08,322,1006,278.75,90
2018-03-14-00:00:00,2.16,159,1006.2,282.25,76
2018-03-14-01:00:00,1.55,117,1006.3,282.85,72
2018-03-14-02:00:00,2.2,159,1005.9,285.05,62
2018-03-14-03:00:00,2.65,139,1005.7,286.45,58
2018-03-14-04:00:00,3.29,110,1005,286.55,59
2018-03-14-05:00:00,3.72,101,1004.1,287.05,58
2018-03-14-06:00:00,3.63,114,1003.3,287.25,56
2018-03-14-07:00:00,2.78,116,1002.6,287.45,57
2018-03-14-08:00:00,2.48,124,1002.5,287.65,57
2018-03-14-09:00:00,1.87,102,1002.5,287.65,58
2018-03-14-10:00:00,1.25,344,1002.7,287.25,58
2018-03-14-11:00:00,0.69,144,1002.8,285.65,63
2018-03-14-12:00:00,0.89,331,1003.9,285.15,65
2018-03-14-13:00:00,1.25,15,1004.7,284.65,66
2018-03-14-14:00:00,2,300,1005.8,284.75,68
2018-03-14-15:00:00,1.98,344,1006.5,284.15,71
2018-03-14-16:00:00,3.22,12,1007.9,285.05,69
2018-03-14-17:00:00,6.63,28,1008.8,287.15,33
2018-03-14-18:00:00,6.7,7,1010.4,285.95,32
2018-03-14-19:00:00,3.86,20,1012.2,284.85,33
2018-03-14-20:00:00,6.29,31,1013.7,284.35,32
2018-03-14-21:00:00,5.63,35,1015.1,283.05,34
2018-03-14-22:00:00,6.17,13,1017.3,282.05,33
2018-03-14-23:00:00,7.58,22,1019,280.95,30
2018-03-15-00:00:00,6.41,23,1020.7,280.45,27
2018-03-15-01:00:00,8.76,16,1022,280.45,20
2018-03-15-02:00:00,9.85,25,1022.6,280.85,14
2018-03-15-03:00:00,7.67,31,1023.1,281.15,13
2018-03-15-04:00:00,7.97,38,1023.1,283.85,12
2018-03-15-05:00:00,6.99,43,1022.9,283.95,12
2018-03-15-06:00:00,4.72,43,1022.4,284.65,11
2018-03-15-07:00:00,5.65,41,1022.1,286.05,10
2018-03-15-08:00:00,6.98,59,1021.9,285.35,9
2018-03-15-09:00:00,5.62,72,1022.3,284.95,10
2018-03-15-10:00:00,3.58,83,1022.8,284.05,11
2018-03-15-11:00:00,3.8,123,1023.4,281.75,27
2018-03-15-12:00:00,5.35,163,1025.2,281.15,30
2018-03-15-13:00:00,5.93,167,1026.6,280.25,27
2018-03-15-14:00:00,6.43,174,1027.7,278.25,36
2018-03-15-15:00:00,4.6,184,1028.3,277.55,39
2018-03-15-16:00:00,3.56,181,1028.9,275.75,47
2018-03-15-17:00:00,3.88,182,1029.2,274.85,54
2018-03-15-18:00:00,3.03,180,1029.3,272.55,60
2018-03-15-19:00:00,2.61,175,1028.9,272.55,60
2018-03-15-20:00:00,1.62,195,1029.2,273.25,61
2018-03-15-21:00:00,0.87,197,1029.1,270.55,68
2018-03-15-22:00:00,0.64,146,1029.4,269.35,75
2018-03-15-23:00:00,1.5,100,1029.9,273.15,63
2018-03-16-00:00:00,1.81,109,1030.1,275.45,56
2018-03-16-01:00:00,1.2,228,1030.6,276.75,49
2018-03-16-02:00:00,2.6,226,1030.4,278.25,41
2018-03-16-03:00:00,3.25,175,1029.5,279.85,37
2018-03-16-04:00:00,3.17,160,1028,280.25,35
2018-03-16-05:00:00,3.21,181,1026.7,281.85,31
2018-03-16-06:00:00,3.84,176,1025.2,282.15,30
2018-03-16-07:00:00,3.71,194,1024,282.65,29
2018-03-16-08:00:00,3.6,193,1023.6,282.75,28
2018-03-16-09:00:00,4.3,194,1023.2,282.05,29
2018-03-16-10:00:00,2.89,191,1022.9,280.85,31
2018-03-16-11:00:00,3.38,197,1023.1,280.35,32
2018-03-16-12:00:00,3.32,188,1023.5,279.25,35
2018-03-16-13:00:00,3.5,187,1023.7,279.35,36
2018-03-16-14:00:00,4,173,1023.9,278.55,40
2018-03-16-15:00:00,5.47,176,1023.9,277.05,40
2018-03-16-16:00:00,2.77,173,1023.7,276.25,41
2018-03-16-17:00:00,5.09,159,1023,276.35,39
2018-03-16-18:00:00,2.99,83,1022.9,275.65,44
2018-03-16-19:00:00,2.16,104,1021.8,275.15,48
2018-03-16-20:00:00,1.9,88,1021.4,275.35,47
2018-03-16-21:00:00,2.31,121,1021.3,275.35,44
2018-03-16-22:00:00,1.73,92,1021.3,275.25,48
2018-03-16-23:00:00,1.55,86,1021.3,275.35,47
2018-03-17-00:00:00,2.31,128,1021.8,275.45,47
2018-03-17-01:00:00,0.59,71,1022.7,274.75,66
2018-03-17-02:00:00,2.19,10,1023,273.55,86
2018-03-17-03:00:00,2.71,23,1022.5,273.45,96
2018-03-17-04:00:00,3,38,1021.9,273.35,94
2018-03-17-05:00:00,1.83,49,1021.2,273.15,97
2018-03-17-06:00:00,1.79,105,1020.6,273.65,97
2018-03-17-07:00:00,1.6,116,1020.2,274.35,91
2018-03-17-08:00:00,-9999,-9999,1020,274.35,89
2018-03-17-09:00:00,1.23,83,1019.7,274.45,89
2018-03-17-10:00:00,2.05,125,1019.9,274.55,92
2018-03-17-11:00:00,1.83,140,1020,274.65,91
2018-03-17-12:00:00,1.47,200,1020.5,274.45,92
2018-03-17-13:00:00,0.55,182,1020.8,274.25,95
2018-03-17-14:00:00,1.12,45,1020.8,274.75,93
2018-03-17-15:00:00,0.87,34,1020.5,274.55,92
2018-03-17-16:00:00,0.8,3,1020.5,274.65,92
2018-03-17-17:00:00,0.48,42,1020.2,274.75,93
2018-03-17-18:00:00,1.07,359,1020.1,274.65,92
2018-03-17-19:00:00,2.26,26,1019.4,274.45,89
2018-03-17-20:00:00,0.94,304,1019,273.75,95
2018-03-17-21:00:00,1.43,10,1019.2,272.85,93
2018-03-17-22:00:00,1.31,2,1019.7,271.95,97
2018-03-17-23:00:00,1.09,9,1019.4,272.05,99
2018-03-18-00:00:00,0.83,301,1019.8,274.35,98
2018-03-18-01:00:00,2.03,323,1020.2,276.45,79
2018-03-18-02:00:00,1.97,9,1020.3,278.25,69
2018-03-18-03:00:00,1.17,126,1020.1,280.05,64
2018-03-18-04:00:00,1.08,202,1019.5,281.95,55
2018-03-18-05:00:00,1.07,139,1018.4,283.05,49
2018-03-18-06:00:00,1.53,103,1017.2,283.85,43
2018-03-18-07:00:00,2.79,142,1016.5,285.05,43
2018-03-18-08:00:00,2.12,178,1016.2,285.35,40
2018-03-18-09:00:00,1.94,191,1016.2,285.15,43
2018-03-18-10:00:00,2.61,169,1016.8,283.65,46
2018-03-18-11:00:00,4.23,146,1017.6,282.55,52
2018-03-18-12:00:00,2.53,184,1018.3,280.35,60
2018-03-18-13:00:00,4.23,153,1018.6,280.75,66
2018-03-18-14:00:00,2.77,169,1019.2,279.65,73
2018-03-18-15:00:00,0.86,138,1019.3,278.15,79
2018-03-18-16:00:00,1.27,41,1019.2,275.95,87
2018-03-18-17:00:00,1.31,350,1019.3,274.65,91
2018-03-18-18:00:00,1.16,347,1019.3,273.55,93
2018-03-18-19:00:00,0.74,347,1019,274.05,93
2018-03-18-20:00:00,1.55,298,1018.9,276.35,82
2018-03-18-21:00:00,1.56,346,1019.5,275.15,84
2018-03-18-22:00:00,1.05,347,1020,274.35,85
2018-03-18-23:00:00,0.53,14,1020.9,276.45,78
2018-03-19-00:00:00,0.94,300,1022,279.75,66
2018-03-19-01:00:00,1.93,331,1022.6,281.15,54
2018-03-19-02:00:00,3.33,31,1022.4,284.55,36
2018-03-19-03:00:00,6.16,44,1022.5,285.55,25
2018-03-19-04:00:00,3.65,96,1022.2,286.65,29
2018-03-19-05:00:00,3.67,129,1021.5,287.75,26
2018-03-19-06:00:00,2.97,165,1020.6,288.65,28
2018-03-19-07:00:00,3.67,148,1020,288.45,26
2018-03-19-08:00:00,2.61,187,1019.8,288.25,26
2018-03-19-09:00:00,3.16,185,1019.8,287.75,25
2018-03-19-10:00:00,6.25,167,1020.6,286.05,26
2018-03-19-11:00:00,4.9,145,1021.4,284.65,25
2018-03-19-12:00:00,2.65,137,1022.1,283.45,27
2018-03-19-13:00:00,2.07,127,1022.9,282.85,28
2018-03-19-14:00:00,3.63,122,1023.7,282.55,26
2018-03-19-15:00:00,3.49,125,1024.4,281.55,23
2018-03-19-16:00:00,2.37,120,1025,280.85,24
2018-03-19-17:00:00,2.04,184,1025.5,279.55,34
2018-03-19-18:00:00,0.8,148,1025.7,277.35,42
2018-03-19-19:00:00,1.61,18,1025.6,277.65,41
2018-03-19-20:00:00,3.5,49,1025.1,279.05,22
2018-03-19-21:00:00,3.89,42,1025.4,278.35,22
2018-03-19-22:00:00,4.15,38,1025.8,278.05,19
2018-03-19-23:00:00,4.77,49,1026.6,278.05,18
2018-03-20-00:00:00,4.14,47,1027,278.95,16
2018-03-20-01:00:00,5.12,50,1027.5,280.45,13
2018-03-20-02:00:00,3.49,70,1027.3,281.75,14
2018-03-20-03:00:00,2.83,44,1026.7,282.55,14
2018-03-20-04:00:00,2.02,105,1025.7,282.95,12
2018-03-20-05:00:00,2.52,92,1024.6,284.05,13
2018-03-20-06:00:00,2.13,27,1023.6,284.55,13
2018-03-20-07:00:00,3.02,168,1022.8,284.35,13
2018-03-20-08:00:00,2.79,199,1022.4,284.15,13
2018-03-20-09:00:00,2.38,203,1022.2,283.85,14
2018-03-20-10:00:00,2.2,187,1022.2,282.65,16
2018-03-20-11:00:00,3.64,184,1022.6,281.65,20
