DateTime,V,DIR,SLP,TP,RH
2018-04-18-17:00:00,1.38,4,1005,289.15,81
2018-04-18-18:00:00,1.52,7,1005.1,289.15,77
2018-04-18-19:00:00,1.22,356,1005.3,288.95,75
2018-04-18-20:00:00,1.69,337,1005.6,288.15,79
2018-04-18-21:00:00,1.87,346,1006.1,287.85,83
2018-04-18-22:00:00,1.07,354,1007,287.65,84
2018-04-18-23:00:00,0.96,85,1007.9,288.85,82
2018-04-19-00:00:00,1.28,33,1008.8,292.85,65
2018-04-19-01:00:00,2.44,92,1009.2,294.25,61
2018-04-19-02:00:00,1.87,119,1009.3,295.85,58
2018-04-19-03:00:00,2.12,119,1009.2,297.75,54
2018-04-19-04:00:00,4.22,154,1008.6,298.15,55
2018-04-19-05:00:00,3.36,123,1007.9,298.25,57
2018-04-19-06:00:00,5.5,160,1007.1,299.35,54
2018-04-19-07:00:00,4.39,165,1006.4,300.55,49
2018-04-19-08:00:00,4.19,129,1005.5,300.25,46
2018-04-19-09:00:00,4.63,122,1005.7,299.35,45
2018-04-19-10:00:00,3.06,124,1005.9,298.55,46
2018-04-19-11:00:00,4.19,134,1006,298.05,45
2018-04-19-12:00:00,3.63,146,1006.6,297.05,48
2018-04-19-13:00:00,3.72,109,1007.5,295.45,44
2018-04-19-14:00:00,2.14,107,1008,294.45,46
2018-04-19-15:00:00,2.02,128,1008.5,293.25,55
2018-04-19-16:00:00,2.13,114,1008.7,292.45,61
2018-04-19-17:00:00,1.37,108,1008.5,291.35,66
2018-04-19-18:00:00,0.92,95,1008.3,290.35,69
2018-04-19-19:00:00,0.99,103,1008.1,289.55,71
2018-04-19-20:00:00,0.71,216,1008.1,288.05,78
2018-04-19-21:00:00,0.41,98,1008,286.75,83
2018-04-19-22:00:00,1.87,135,1007.9,287.05,83
2018-04-19-23:00:00,1.93,115,1008.1,288.45,74
2018-04-20-00:00:00,1.6,133,1008.7,290.55,65
2018-04-20-01:00:00,2.68,144,1008.6,292.05,60
2018-04-20-02:00:00,3.5,145,1008.2,294.35,55
2018-04-20-03:00:00,3.65,169,1007.7,296.05,51
2018-04-20-04:00:00,3.28,159,1006.9,297.35,48
2018-04-20-05:00:00,4.25,168,1006,299.25,42
2018-04-20-06:00:00,4.09,173,1004.9,300.35,39
2018-04-20-07:00:00,4.41,151,1003.7,301.65,38
2018-04-20-08:00:00,3.94,154,1002.9,301.75,37
2018-04-20-09:00:00,3.76,134,1002.5,301.15,38
2018-04-20-10:00:00,2.49,125,1002.6,300.65,40
2018-04-20-11:00:00,3.14,131,1002.9,298.65,39
2018-04-20-12:00:00,2.9,138,1003.1,297.15,36
2018-04-20-13:00:00,2.58,121,1003.6,295.85,43
2018-04-20-14:00:00,1.83,102,1003.4,294.75,53
2018-04-20-15:00:00,1.05,81,1004,293.85,56
2018-04-20-16:00:00,1.49,102,1004,293.75,54
2018-04-20-17:00:00,2.02,112,1004,293.65,55
2018-04-20-18:00:00,3.24,111,1003.7,293.45,55
2018-04-20-19:00:00,0.41,116,1003.6,292.45,61
2018-04-20-20:00:00,1.18,31,1004,291.25,72
2018-04-20-21:00:00,2.73,12,1004.1,290.15,85
2018-04-20-22:00:00,1.51,20,1004.6,289.45,93
2018-04-20-23:00:00,1.79,5,1005.4,289.35,94
2018-04-21-00:00:00,2.54,11,1006.1,289.55,96
2018-04-21-01:00:00,2.67,13,1006.4,289.75,96
2018-04-21-02:00:00,1.64,26,1007.4,289.95,96
2018-04-21-03:00:00,2,134,1008.5,289.95,94
2018-04-21-04:00:00,2.62,144,1008.9,288.65,95
2018-04-21-05:00:00,1.28,126,1009.2,288.85,95
2018-04-21-06:00:00,1.32,71,1010.1,288.95,92
2018-04-21-07:00:00,2.34,52,1010.3,288.15,89
2018-04-21-08:00:00,4.77,37,1010.1,287.85,88
2018-04-21-09:00:00,4.8,30,1011.1,287.45,85
2018-04-21-10:00:00,5.95,21,1011.7,287.25,75
2018-04-21-11:00:00,5.63,27,1012.5,287.15,72
2018-04-21-12:00:00,4.44,27,1013.4,287.45,69
2018-04-21-13:00:00,4.5,21,1014.1,287.35,68
2018-04-21-14:00:00,3.8,20,1014.9,286.85,71
2018-04-21-15:00:00,4.61,23,1015.3,286.45,73
2018-04-21-16:00:00,4.09,14,1015.8,285.15,85
2018-04-21-17:00:00,4.53,12,1015.6,284.85,87
2018-04-21-18:00:00,6.46,25,1015.4,285.65,75
2018-04-21-19:00:00,5.11,19,1015.6,284.95,77
2018-04-21-20:00:00,5.51,23,1015.5,285.25,66
2018-04-21-21:00:00,5.29,21,1015.7,285.45,59
2018-04-21-22:00:00,4.89,15,1016.2,285.35,58
2018-04-21-23:00:00,3.81,21,1016.8,285.65,52
2018-04-22-00:00:00,3.56,12,1017.6,285.75,53
2018-04-22-01:00:00,3.91,17,1018.1,286.25,48
2018-04-22-02:00:00,3.74,23,1018.5,286.55,45
2018-04-22-03:00:00,3.04,19,1018.5,286.65,47
2018-04-22-04:00:00,2.96,30,1018.1,287.15,41
2018-04-22-05:00:00,2.16,13,1017.4,287.65,42
2018-04-22-06:00:00,3.4,5,1016.7,288.45,40
2018-04-22-07:00:00,4.69,7,1016.4,287.55,46
2018-04-22-08:00:00,4.93,343,1016.3,286.85,53
2018-04-22-09:00:00,3.9,17,1016.4,287.05,46
2018-04-22-10:00:00,2.67,10,1016.5,286.35,56
2018-04-22-11:00:00,1.22,354,1016.9,285.85,63
2018-04-22-12:00:00,1.76,347,1017.6,285.25,77
2018-04-22-13:00:00,2.46,321,1018.4,285.05,79
2018-04-22-14:00:00,1.07,12,1018.7,284.35,84
2018-04-22-15:00:00,1.06,9,1018.6,283.95,91
2018-04-22-16:00:00,2.81,4,1018.6,283.95,86
2018-04-22-17:00:00,2.9,14,1018.3,283.85,82
2018-04-22-18:00:00,1.63,10,1017.6,283.85,81
2018-04-22-19:00:00,1.69,20,1017.3,284.15,78
2018-04-22-20:00:00,2.88,358,1017.3,283.95,83
2018-04-22-21:00:00,2.98,353,1017.3,284.15,81
2018-04-22-22:00:00,2.41,354,1017.4,284.25,79
2018-04-22-23:00:00,3.31,349,1017.5,285.05,75
2018-04-23-00:00:00,4.25,350,1017.8,285.55,72
2018-04-23-01:00:00,4.06,341,1018,286.95,67
2018-04-23-02:00:00,3.47,3,1018.2,287.75,62
2018-04-23-03:00:00,4.45,12,1018.2,288.65,50
2018-04-23-04:00:00,4.69,6,1017.7,288.75,51
2018-04-23-05:00:00,3.93,20,1017.2,290.45,47
2018-04-23-06:00:00,4.22,18,1016.3,291.85,45
2018-04-23-07:00:00,2.84,66,1015.5,292.45,40
2018-04-23-08:00:00,2.52,65,1015.1,292.85,37
2018-04-23-09:00:00,3.12,18,1014.9,292.95,36
2018-04-23-10:00:00,3.2,19,1015.2,292.05,37
2018-04-23-11:00:00,0.95,74,1015.9,289.75,51
2018-04-23-12:00:00,1.13,32,1016.8,287.85,58
2018-04-23-13:00:00,0.77,66,1018,287.85,57
2018-04-23-14:00:00,0.89,179,1018.5,288.15,62
2018-04-23-15:00:00,0.75,68,1018.8,285.65,77
2018-04-23-16:00:00,1.34,15,1018.7,284.35,82
2018-04-23-17:00:00,2.41,3,1018.7,283.95,75
2018-04-23-18:00:00,1.36,4,1018.5,282.65,77
2018-04-23-19:00:00,3.14,351,1018.4,282.45,76
2018-04-23-20:00:00,2.63,343,1018.3,282.05,78
2018-04-23-21:00:00,2.14,319,1018.2,281.35,83
2018-04-23-22:00:00,1.42,318,1018.4,281.45,81
2018-04-23-23:00:00,2.91,328,1019,285.65,68
2018-04-24-00:00:00,2.48,5,1019.3,289.25,45
2018-04-24-01:00:00,1.88,312,1019.4,291.45,36
2018-04-24-02:00:00,1.96,346,1019.1,293.55,32
2018-04-24-03:00:00,1.96,316,1018.6,293.75,26
2018-04-24-04:00:00,2.13,11,1017.6,295.65,21
2018-04-24-05:00:00,2.71,30,1016.6,295.65,20
2018-04-24-06:00:00,2.78,76,1015.5,296.85,22
2018-04-24-07:00:00,1.62,266,1014.4,297.35,21
2018-04-24-08:00:00,2.89,325,1013.8,297.15,18
2018-04-24-09:00:00,2.62,230,1013.3,296.25,22
2018-04-24-10:00:00,3.08,232,1013.1,295.45,24
2018-04-24-11:00:00,3.28,208,1013,294.25,25
2018-04-24-12:00:00,5.02,214,1013.6,293.65,25
2018-04-24-13:00:00,4.33,224,1013.8,292.25,30
2018-04-24-14:00:00,3.8,216,1013.8,291.75,32
2018-04-24-15:00:00,2.77,219,1013.8,291.15,32
2018-04-24-16:00:00,1.23,71,1013.8,286.25,54
2018-04-24-17:00:00,1.09,88,1013.7,284.45,64
2018-04-24-18:00:00,1.52,358,1013.4,284.25,72
2018-04-24-19:00:00,1.09,354,1013.1,282.75,81
2018-04-24-20:00:00,1.16,349,1013,282.15,84
2018-04-24-21:00:00,2.24,347,1013.1,281.65,83
2018-04-24-22:00:00,2.19,350,1013.3,282.65,73
2018-04-24-23:00:00,3.19,347,1013.5,285.95,62
2018-04-25-00:00:00,3.27,343,1013.7,289.15,48
2018-04-25-01:00:00,2.87,339,1013.6,292.45,38
2018-04-25-02:00:00,1.9,315,1013.3,294.25,32
2018-04-25-03:00:00,1.37,13,1012.5,295.95,28
2018-04-25-04:00:00,4.07,214,1011.5,297.55,27
2018-04-25-05:00:00,5.01,199,1010.5,298.65,22
2018-04-25-06:00:00,6.1,192,1009.8,299.25,17
2018-04-25-07:00:00,6.13,192,1008.8,298.75,19
2018-04-25-08:00:00,6.05,185,1008,298.05,21
2018-04-25-09:00:00,6.93,195,1007.7,297.85,19
2018-04-25-10:00:00,6.63,191,1007.4,296.35,23
2018-04-25-11:00:00,5.78,194,1007.6,295.35,24
2018-04-25-12:00:00,2.89,173,1007.8,292.55,34
2018-04-25-13:00:00,2.65,162,1008.1,291.75,42
2018-04-25-14:00:00,3.85,167,1007.7,290.85,49
2018-04-25-15:00:00,3.66,171,1007.5,290.05,57
2018-04-25-16:00:00,2.32,147,1007.5,289.65,61
2018-04-25-17:00:00,2.18,149,1007.2,289.05,67
2018-04-25-18:00:00,1.34,148,1006.8,287.75,74
2018-04-25-19:00:00,1.31,94,1006.3,286.05,81
2018-04-25-20:00:00,1.4,98,1006.2,285.35,84
2018-04-25-21:00:00,0.9,76,1006.3,284.55,89
2018-04-25-22:00:00,0.68,3,1006.7,284.35,88
2018-04-25-23:00:00,0.64,52,1007.1,286.95,80
2018-04-26-00:00:00,1.8,30,1007.6,289.05,64
2018-04-26-01:00:00,2.41,5,1007.9,290.45,58
2018-04-26-02:00:00,1.54,357,1007.6,292.55,55
2018-04-26-03:00:00,1.01,288,1007,294.55,52
2018-04-26-04:00:00,1.53,309,1006.8,296.45,42
2018-04-26-05:00:00,1.85,193,1006,297.85,38
2018-04-26-06:00:00,2.66,162,1005.4,299.95,27
2018-04-26-07:00:00,2.08,150,1004.7,300.45,28
2018-04-26-08:00:00,3.53,182,1004.3,301.45,23
2018-04-26-09:00:00,3.52,207,1004.6,301.15,22
2018-04-26-10:00:00,3.39,200,1005.4,300.25,25
2018-04-26-11:00:00,1.16,177,1006.6,296.25,37
2018-04-26-12:00:00,1.16,17,1008.1,293.35,53
2018-04-26-13:00:00,1.72,89,1009.9,295.45,44
2018-04-26-14:00:00,1.49,46,1011,290.95,62
2018-04-26-15:00:00,1.48,31,1011.9,294.35,21
2018-04-26-16:00:00,3.11,114,1013.6,293.45,44
2018-04-26-17:00:00,0.82,99,1014.3,289.85,64
2018-04-26-18:00:00,0.31,45,1014.7,288.55,67
2018-04-26-19:00:00,0.93,132,1015,287.85,71
2018-04-26-20:00:00,1.65,347,1015.9,287.55,71
2018-04-26-21:00:00,0.93,94,1016.3,286.25,76
2018-04-26-22:00:00,0.98,96,1016.7,285.95,78
2018-04-26-23:00:00,1.76,215,1017.3,290.55,60
2018-04-27-00:00:00,1.25,172,1017.6,292.35,49
2018-04-27-01:00:00,2.01,226,1017.6,294.15,44
2018-04-27-02:00:00,5.09,187,1017.4,295.75,32
2018-04-27-03:00:00,5.03,189,1016.8,297.55,28
2018-04-27-04:00:00,6.06,210,1015.8,297.75,27
2018-04-27-05:00:00,5.75,203,1014.6,298.55,25
2018-04-27-06:00:00,6.1,213,1013.7,298.75,24
2018-04-27-07:00:00,6.04,194,1012.8,299.25,22
2018-04-27-08:00:00,6.58,202,1011.7,299.05,24
2018-04-27-09:00:00,5.71,186,1011.1,298.15,23
2018-04-27-10:00:00,5.72,210,1010.7,297.55,26
2018-04-27-11:00:00,5.76,193,1010.8,296.25,30
2018-04-27-12:00:00,3.57,167,1011.1,292.95,42
2018-04-27-13:00:00,2.91,162,1011.4,292.75,45
2018-04-27-14:00:00,3.62,169,1011.3,291.95,47
2018-04-27-15:00:00,2.75,156,1011,292.05,48
2018-04-27-16:00:00,1.8,148,1010.8,291.45,49
2018-04-27-17:00:00,1.54,78,1010.3,289.05,60
2018-04-27-18:00:00,1.42,104,1009.9,288.95,58
2018-04-27-19:00:00,1.82,115,1009.4,288.25,59
2018-04-27-20:00:00,0.9,70,1009,286.35,70
2018-04-27-21:00:00,0.7,9,1008.7,285.55,81
2018-04-27-22:00:00,1.03,16,1009.1,285.35,79
2018-04-27-23:00:00,0.81,28,1009.3,288.45,65
2018-04-28-00:00:00,1.09,102,1009.2,291.05,55
2018-04-28-01:00:00,1.28,52,1009,293.15,50
2018-04-28-02:00:00,1.44,316,1008.2,294.15,47
2018-04-28-03:00:00,1.62,229,1007.3,296.15,43
2018-04-28-04:00:00,1.89,177,1006.1,298.65,38
2018-04-28-05:00:00,1.34,181,1005.1,298.85,39
2018-04-28-06:00:00,1.71,170,1004.2,299.75,41
2018-04-28-07:00:00,2.65,174,1003.2,300.85,41
2018-04-28-08:00:00,3.08,161,1002.5,300.75,46
2018-04-28-09:00:00,3.99,177,1002,300.65,47
2018-04-28-10:00:00,3.91,170,1001.6,299.45,48
2018-04-28-11:00:00,3.4,171,1001.9,298.25,52
2018-04-28-12:00:00,3.05,171,1002.3,295.95,60
2018-04-28-13:00:00,1.3,143,1002.8,296.15,60
2018-04-28-14:00:00,1.82,93,1002.8,294.35,68
2018-04-28-15:00:00,0.7,125,1002.3,294.35,68
2018-04-28-16:00:00,1.32,85,1002,293.15,73
2018-04-28-17:00:00,0.84,86,1001.6,292.05,80
2018-04-28-18:00:00,1.05,79,1001,292.25,79
2018-04-28-19:00:00,1.36,121,1000.6,291.75,81
2018-04-28-20:00:00,2.18,321,1000.5,290.75,83
2018-04-28-21:00:00,1.08,60,1000.6,289.25,85
2018-04-28-22:00:00,1.03,66,1000.9,289.35,84
2018-04-28-23:00:00,0.76,102,1001.2,291.65,78
2018-04-29-00:00:00,0.87,93,1001.5,293.15,69
2018-04-29-01:00:00,1.02,53,1001.4,294.25,63
2018-04-29-02:00:00,1.64,181,1001.3,296.45,58
2018-04-29-03:00:00,1.83,220,1000.9,297.15,52
2018-04-29-04:00:00,2.04,158,1000.6,297.65,53
2018-04-29-05:00:00,2.65,150,999.9,298.95,48
2018-04-29-06:00:00,1.96,144,999.3,299.55,50
2018-04-29-07:00:00,2.78,140,998.6,300.25,43
2018-04-29-08:00:00,2.59,199,998.1,301.15,46
2018-04-29-09:00:00,1.31,68,998,301.15,49
2018-04-29-10:00:00,1.05,90,998.7,300.35,51
2018-04-29-11:00:00,2.48,29,999.9,299.45,50
2018-04-29-12:00:00,2.47,12,1001.1,298.35,56
2018-04-29-13:00:00,4.07,13,1002.3,297.95,52
2018-04-29-14:00:00,2.97,19,1003.2,297.85,44
2018-04-29-15:00:00,5.3,25,1004,297.05,44
2018-04-29-16:00:00,7.07,28,1005.4,296.65,41
2018-04-29-17:00:00,2.69,46,1006.1,295.55,44
2018-04-29-18:00:00,1.09,89,1006.3,293.75,51
2018-04-29-19:00:00,0.62,52,1007,291.85,63
2018-04-29-20:00:00,1.87,140,1008,291.65,58
2018-04-29-21:00:00,0.46,347,1008.7,289.65,69
2018-04-29-22:00:00,1.05,114,1009.4,288.95,74
2018-04-29-23:00:00,2.56,168,1010.8,291.75,62
2018-04-30-00:00:00,3.2,167,1011.6,292.95,59
2018-04-30-01:00:00,4.01,173,1011.7,293.95,54
2018-04-30-02:00:00,5.14,180,1011.8,295.15,49
2018-04-30-03:00:00,4.14,166,1011.5,295.65,47
2018-04-30-04:00:00,3.94,177,1010.9,296.45,45
2018-04-30-05:00:00,5.67,192,1010.1,296.25,48
2018-04-30-06:00:00,5.45,175,1009.6,296.45,49
2018-04-30-07:00:00,6.37,181,1008.8,296.15,49
2018-04-30-08:00:00,5.09,167,1008,295.25,51
2018-04-30-09:00:00,3.8,156,1007.9,294.75,51
2018-04-30-10:00:00,3.31,150,1007.9,294.35,49
2018-04-30-11:00:00,1.85,126,1008.9,293.75,51
2018-04-30-12:00:00,0.94,98,1009.2,292.95,55
2018-04-30-13:00:00,1.8,161,1009.5,292.25,60
2018-04-30-14:00:00,1.63,143,1009.5,290.85,67
2018-04-30-15:00:00,1.2,142,1009.2,289.85,71
2018-04-30-16:00:00,1.19,169,1009.5,288.55,79
2018-04-30-17:00:00,0.9,145,1009.5,288.55,77
2018-04-30-18:00:00,1.18,66,1009.8,287.65,83
2018-04-30-19:00:00,0.54,210,1009.7,287.45,82
2018-04-30-20:00:00,2.5,355,1010,287.75,84
2018-04-30-21:00:00,3.41,345,1010.4,287.25,85
2018-04-30-22:00:00,1.75,357,1010.6,287.65,82
2018-04-30-23:00:00,1.49,10,1010.9,290.05,73
2018-05-01-00:00:00,4.42,359,1011.4,292.35,58
2018-05-01-01:00:00,4.74,24,1011.6,292.55,38
2018-05-01-02:00:00,5.53,12,1011.6,293.45,34
2018-05-01-03:00:00,5.55,16,1011.7,294.75,30
2018-05-01-04:00:00,4.57,38,1011.6,294.95,31
2018-05-01-05:00:00,4.53,23,1011,294.25,30
2018-05-01-06:00:00,4.8,18,1010.3,294.45,31
2018-05-01-07:00:00,4.62,28,1010.1,294.25,31
2018-05-01-08:00:00,3.53,126,1010.2,294.65,29
2018-05-01-09:00:00,2.75,145,1011.1,292.35,46
2018-05-01-10:00:00,3.82,236,1011.7,292.25,45
2018-05-01-11:00:00,4.44,162,1012.7,290.45,59
2018-05-01-12:00:00,1.74,119,1013.4,288.55,77
2018-05-01-13:00:00,1.96,105,1013.7,288.35,76
2018-05-01-14:00:00,1.63,95,1013.9,287.85,81
2018-05-01-15:00:00,4.25,280,1013.5,288.15,78
2018-05-01-16:00:00,2.73,332,1014,287.65,80
2018-05-01-17:00:00,3.59,310,1013.9,288.05,77
2018-05-01-18:00:00,4.05,318,1013.6,287.05,80
2018-05-01-19:00:00,2.02,307,1013.8,285.45,83
2018-05-01-20:00:00,2.35,9,1013.8,285.65,84
2018-05-01-21:00:00,2.77,9,1014.1,285.25,73
2018-05-01-22:00:00,2.76,335,1014.4,284.35,86
2018-05-01-23:00:00,3.41,312,1015.2,287.55,61
2018-05-02-00:00:00,3.25,317,1015.6,291.15,45
2018-05-02-01:00:00,3.09,322,1015.4,293.45,36
2018-05-02-02:00:00,2.79,54,1015.3,294.25,25
2018-05-02-03:00:00,2.97,26,1014.8,295.15,18
2018-05-02-04:00:00,2.42,48,1013.9,295.95,16
2018-05-02-05:00:00,2.92,232,1013,296.15,14
2018-05-02-06:00:00,2.3,146,1011.8,296.55,16
2018-05-02-07:00:00,2.14,174,1010.9,295.35,19
2018-05-02-08:00:00,2.62,169,1010.1,295.65,19
2018-05-02-09:00:00,3.17,159,1010,295.45,17
2018-05-02-10:00:00,3.19,121,1009.6,295.05,17
2018-05-02-11:00:00,0.69,144,1010.1,293.35,24
2018-05-02-12:00:00,2,144,1011,292.65,27
2018-05-02-13:00:00,2.3,60,1011.8,292.55,27
2018-05-02-14:00:00,2.18,354,1012.3,289.75,33
2018-05-02-15:00:00,3.53,330,1012.6,289.35,30
2018-05-02-16:00:00,2.7,343,1013.3,287.25,37
2018-05-02-17:00:00,2.55,10,1013.7,288.55,31
2018-05-02-18:00:00,2.02,339,1014,285.95,45
2018-05-02-19:00:00,1.61,1,1014,283.65,53
2018-05-02-20:00:00,1.6,332,1014.2,282.55,67
2018-05-02-21:00:00,2.26,8,1014.5,283.35,50
2018-05-02-22:00:00,2.25,22,1015.3,285.75,39
2018-05-02-23:00:00,1.95,15,1016,288.15,37
2018-05-03-00:00:00,2.77,20,1016.5,290.15,32
2018-05-03-01:00:00,2.27,24,1016.6,292.15,22
2018-05-03-02:00:00,4.3,359,1016.7,292.95,16
2018-05-03-03:00:00,2.75,26,1016.2,294.25,17
2018-05-03-04:00:00,3.2,101,1014.8,294.15,16
2018-05-03-05:00:00,2.31,127,1013.7,295.15,15
2018-05-03-06:00:00,2.33,103,1012.7,295.65,16
2018-05-03-07:00:00,3.54,204,1011.3,296.75,16
2018-05-03-08:00:00,6.18,180,1010.1,296.95,15
2018-05-03-09:00:00,5.36,185,1009.3,296.65,15
2018-05-03-10:00:00,5.64,192,1008.9,295.65,19
2018-05-03-11:00:00,3.83,171,1009,294.05,24
2018-05-03-12:00:00,2.79,169,1009.3,292.05,30
2018-05-03-13:00:00,1.7,132,1009.4,290.55,35
2018-05-03-14:00:00,2,112,1009.3,290.05,35
2018-05-03-15:00:00,1.82,121,1009,289.05,38
2018-05-03-16:00:00,1.32,97,1008.9,288.45,41
2018-05-03-17:00:00,2.34,108,1008.7,287.55,44
2018-05-03-18:00:00,1.89,91,1008.9,286.75,49
2018-05-03-19:00:00,1.07,83,1008.7,286.35,50
2018-05-03-20:00:00,0.63,47,1008.5,285.15,55
2018-05-03-21:00:00,1.1,38,1008,283.35,68
2018-05-03-22:00:00,0.55,32,1008,283.85,67
2018-05-03-23:00:00,1.32,101,1008,287.95,51
2018-05-04-00:00:00,0.87,77,1007.7,290.85,44
2018-05-04-01:00:00,0.92,96,1007.2,291.15,42
2018-05-04-02:00:00,1.48,272,1006.8,293.25,40
2018-05-04-03:00:00,2.9,192,1005.8,295.05,36
2018-05-04-04:00:00,2.74,145,1004.8,296.35,34
2018-05-04-05:00:00,2.34,184,-9999,297.75,32
2018-05-04-06:00:00,2.07,173,-9999,299.75,30
2018-05-04-07:00:00,3.02,145,-9999,299.85,29
2018-05-04-08:00:00,4.9,172,1000.9,299.45,92
2018-05-04-09:00:00,3.38,172,1000.4,299.85,93
2018-05-04-10:00:00,5.26,196,1000.4,298.95,32
2018-05-04-11:00:00,5.74,208,1001,298.45,33
2018-05-04-12:00:00,1.99,155,1001.1,296.35,43
2018-05-04-13:00:00,1.6,113,1001.3,294.45,50
2018-05-04-14:00:00,0.89,177,1001.4,293.35,56
2018-05-04-15:00:00,1.62,48,1001.2,295.35,49
2018-05-04-16:00:00,1.62,66,1001.6,294.45,52
2018-05-04-17:00:00,1.2,82,1001.5,293.05,58
2018-05-04-18:00:00,1.59,360,1001.8,291.65,63
2018-05-04-19:00:00,1.35,3,1002,291.95,61
2018-05-04-20:00:00,2.74,346,1002.7,290.75,66
2018-05-04-21:00:00,2.55,350,1003.2,290.85,64
2018-05-04-22:00:00,1.91,5,1003.6,290.85,66
2018-05-04-23:00:00,2.82,27,1004,294.75,42
2018-05-05-00:00:00,4.27,9,1004.6,295.35,41
2018-05-05-01:00:00,2.57,6,1005.5,296.15,35
2018-05-05-02:00:00,2.97,34,1005.6,296.75,29
2018-05-05-03:00:00,5.08,20,1005.8,297.55,23
2018-05-05-04:00:00,4.82,25,1005.3,298.75,19
2018-05-05-05:00:00,3.55,31,1004.8,297.85,17
2018-05-05-06:00:00,2.89,7,1005,297.45,16
2018-05-05-07:00:00,5.38,23,1004.7,297.45,16
2018-05-05-08:00:00,7.11,9,1004.7,296.65,22
2018-05-05-09:00:00,2.48,41,1004.4,295.55,29
2018-05-05-10:00:00,3.88,25,1004.2,295.95,30
2018-05-05-11:00:00,1.64,39,1005.4,295.35,33
2018-05-05-12:00:00,0.73,84,1006.2,291.95,47
2018-05-05-13:00:00,1.53,132,1007.3,292.15,44
2018-05-05-14:00:00,1.04,108,1007.8,290.65,48
2018-05-05-15:00:00,0.76,94,1007.9,289.05,54
2018-05-05-16:00:00,0.81,161,1007.9,288.05,59
2018-05-05-17:00:00,0.9,49,1007.9,287.55,64
2018-05-05-18:00:00,1.04,45,1007.6,287.05,67
2018-05-05-19:00:00,2.45,341,1007.3,286.85,64
2018-05-05-20:00:00,1.63,307,1007.4,286.25,69
2018-05-05-21:00:00,2.02,315,1007.4,285.55,72
2018-05-05-22:00:00,2.19,351,1007.5,286.15,73
2018-05-05-23:00:00,2.47,341,1007.7,289.25,62
2018-05-06-00:00:00,2.26,335,1008,291.25,52
2018-05-06-01:00:00,2.02,319,1007.9,294.55,41
2018-05-06-02:00:00,2.05,276,1007.5,296.45,36
2018-05-06-03:00:00,2.03,251,1007,297.45,33
2018-05-06-04:00:00,2.46,214,1005.9,298.95,26
2018-05-06-05:00:00,2.02,106,1004.4,300.55,24
2018-05-06-06:00:00,2.98,184,1003.5,301.85,17
2018-05-06-07:00:00,3.34,181,1002.7,301.25,20
2018-05-06-08:00:00,4.99,186,1002.2,301.25,22
2018-05-06-09:00:00,5.53,203,1002.3,301.05,24
2018-05-06-10:00:00,6.98,224,1002.3,299.85,28
2018-05-06-11:00:00,6.7,207,1002.7,298.85,29
2018-05-06-12:00:00,3.96,188,1002.9,297.55,29
2018-05-06-13:00:00,1.92,158,1003.1,294.95,40
2018-05-06-14:00:00,2.6,157,1003.2,294.65,47
2018-05-06-15:00:00,1.98,148,1003.4,293.75,54
2018-05-06-16:00:00,1.18,74,1003.5,291.25,64
2018-05-06-17:00:00,1.03,94,1003.6,290.45,67
2018-05-06-18:00:00,1.05,88,1003.9,289.65,72
2018-05-06-19:00:00,1.54,66,1004.6,291.05,64
2018-05-06-20:00:00,1.23,38,1005.1,290.35,65
2018-05-06-21:00:00,1.48,3,1005.5,288.55,72
2018-05-06-22:00:00,1.39,360,1006.2,289.15,71
2018-05-06-23:00:00,1.64,359,1007,291.75,55
2018-05-07-00:00:00,1.32,19,1007.9,293.85,45
2018-05-07-01:00:00,1.51,83,1008.4,297.05,45
2018-05-07-02:00:00,2.23,109,1008.6,297.85,26
2018-05-07-03:00:00,3.03,105,1008.8,298.95,23
2018-05-07-04:00:00,3.71,166,1008.6,299.25,31
2018-05-07-05:00:00,4.58,173,1008.2,299.35,38
2018-05-07-06:00:00,4.32,145,1007.9,299.45,35
2018-05-07-07:00:00,3.33,153,1007.2,299.95,39
2018-05-07-08:00:00,3.97,154,1006.9,299.45,36
2018-05-07-09:00:00,5.13,162,1006.9,298.85,31
2018-05-07-10:00:00,3.73,157,1006.9,297.85,29
2018-05-07-11:00:00,7.32,196,1007.9,296.65,23
2018-05-07-12:00:00,5.19,179,1009,294.95,20
2018-05-07-13:00:00,3.34,164,1010.3,293.55,26
2018-05-07-14:00:00,2.94,165,1010.9,291.65,30
2018-05-07-15:00:00,2.19,156,1011.6,291.15,34
2018-05-07-16:00:00,1.77,130,1012.2,289.95,38
2018-05-07-17:00:00,1.12,119,1013.1,288.35,43
2018-05-07-18:00:00,1.27,75,1013.4,287.35,54
2018-05-07-19:00:00,0.94,88,1013.4,286.75,56
2018-05-07-20:00:00,0.49,76,1013.9,286.15,64
2018-05-07-21:00:00,0.46,96,1014,284.15,73
2018-05-07-22:00:00,0.31,73,1014.8,285.75,70
2018-05-07-23:00:00,0.28,59,1015.2,289.75,53
2018-05-08-00:00:00,0.93,70,1015.5,292.15,41
2018-05-08-01:00:00,1.4,146,1015.6,294.35,33
2018-05-08-02:00:00,2.85,141,1015.4,295.15,26
2018-05-08-03:00:00,3.01,202,1015.3,296.65,21
2018-05-08-04:00:00,4.74,224,1014.7,297.75,19
2018-05-08-05:00:00,4.43,198,1014.2,298.45,20
2018-05-08-06:00:00,4.36,184,1013.6,298.95,21
