DateTime,V,VX,VY,DIR,TP,RH,SLP
2018-03-13-09:00:00,1.5714,-0.10525,1.56787,176.15959,291.92737,52.36365,1006.07623
2018-03-13-10:00:00,1.84077,-0.26839,1.81325,171.58041,290.26938,56.28479,1006.69165
2018-03-13-11:00:00,2.11015,-0.43153,2.05863,168.161,288.61139,60.20592,1007.30707
2018-03-13-12:00:00,2.37952,-0.59468,2.30402,165.52756,286.9534,64.12706,1007.92249
2018-03-13-13:00:00,2.33258,-0.84725,0.94134,138.01106,284.60153,72.49703,1008.12292
2018-03-13-14:00:00,2.28564,-1.09983,-0.42135,69.03808,282.24963,80.86701,1008.3233
2018-03-13-15:00:00,2.23869,-1.3524,-1.78403,37.16438,279.89777,89.23698,1008.52374
2018-03-13-16:00:00,2.39497,-1.47195,-1.8888,37.92937,279.37112,89.72204,1008.75519
2018-03-13-17:00:00,2.55125,-1.59149,-1.99357,38.60072,278.84445,90.20708,1008.98669
2018-03-13-18:00:00,2.70752,-1.71103,-2.09834,39.19447,278.31781,90.69214,1009.21814
2018-03-13-19:00:00,2.363,-1.27036,-1.94161,33.19598,279.00186,87.61617,1009.18066
2018-03-13-20:00:00,2.01849,-0.82969,-1.78488,24.93105,279.68594,84.5402,1009.14313
2018-03-13-21:00:00,1.67397,-0.38902,-1.62814,13.43791,280.37,81.46423,1009.10565
2018-03-13-22:00:00,1.63381,-0.52941,-1.52725,19.11861,280.87381,80.77807,1009.6142
2018-03-13-23:00:00,1.59365,-0.66981,-1.42636,25.15445,281.37759,80.0919,1010.12268
2018-03-14-00:00:00,0.48979,0.41569,-0.25904,301.92993,280.75787,84.98434,1009.69189
2018-03-14-01:00:00,0.74574,-0.14208,-0.1756,38.97661,283.32663,76.3974,1009.43207
2018-03-14-02:00:00,1.00169,-0.69984,-0.09215,82.49861,285.89536,67.81046,1009.1723
2018-03-14-03:00:00,1.25763,-1.2576,-0.00871,89.60326,288.46411,59.22351,1008.91248
2018-03-14-04:00:00,1.41896,-1.34007,0.28634,102.0611,289.74191,57.47526,1007.97876
2018-03-14-05:00:00,1.58028,-1.42254,0.58138,112.22935,291.01974,55.72701,1007.04498
2018-03-14-06:00:00,1.7416,-1.50501,0.87642,120.21379,292.29755,53.97875,1006.11127
2018-03-14-07:00:00,1.52139,-0.95555,0.94143,134.57346,292.18622,56.75341,1005.74854
2018-03-14-08:00:00,1.30119,-0.40608,1.00643,158.02646,292.07486,59.52806,1005.38586
2018-03-14-09:00:00,1.08098,0.14338,1.07143,187.62222,291.96353,62.30272,1005.02313
2018-03-14-10:00:00,1.11443,0.12585,0.32167,201.36673,289.59897,71.29369,1005.65479
2018-03-14-11:00:00,1.14788,0.10831,-0.42809,345.80154,287.23444,80.28465,1006.2865
2018-03-14-12:00:00,1.18134,0.09077,-1.17784,355.59305,284.86987,89.27562,1006.91815
2018-03-14-13:00:00,2.07937,-0.15499,-2.05893,4.30501,285.20364,75.39771,1008.36395
2018-03-14-14:00:00,2.97739,-0.40076,-2.94002,7.76227,285.53738,61.51981,1009.80981
2018-03-14-15:00:00,3.87542,-0.64653,-3.82111,9.60345,285.87115,47.6419,1011.25562
2018-03-14-16:00:00,4.50197,-0.82073,-4.42576,10.50583,285.13791,42.30587,1013.16248
2018-03-14-17:00:00,5.12851,-0.99494,-5.0304,11.18781,284.40469,36.96985,1015.0694
2018-03-14-18:00:00,5.75505,-1.16914,-5.63504,11.72119,283.67145,31.63383,1016.97626
2018-03-14-19:00:00,5.50099,-0.92127,-5.41493,9.65549,282.40976,32.59821,1018.44794
2018-03-14-20:00:00,5.24694,-0.67339,-5.19483,7.38593,281.14807,33.5626,1019.91956
2018-03-14-21:00:00,4.99289,-0.42552,-4.97472,4.88899,279.88638,34.52699,1021.39124
2018-03-14-22:00:00,4.79247,-0.30974,-4.78013,3.7074,279.78915,33.27786,1023.05377
2018-03-14-23:00:00,4.59206,-0.19396,-4.58554,2.42198,279.69196,32.02874,1024.71631
2018-03-15-00:00:00,4.09282,-1.47359,-3.81834,21.10272,278.53394,37.12438,1026.63818
2018-03-15-01:00:00,4.7429,-1.75665,-4.40517,21.74066,279.68057,30.13656,1027.26709
2018-03-15-02:00:00,5.39298,-2.03972,-4.99199,22.22482,280.82724,23.14874,1027.89612
2018-03-15-03:00:00,6.04305,-2.32278,-5.57881,22.60478,281.97388,16.16092,1028.52502
2018-03-15-04:00:00,5.76558,-2.56922,-5.12453,26.62723,282.78006,15.54114,1028.17456
2018-03-15-05:00:00,5.48812,-2.81566,-4.67025,31.08548,283.58621,14.92136,1027.82422
2018-03-15-06:00:00,5.21065,-3.0621,-4.21597,35.99127,284.3924,14.30157,1027.47375
2018-03-15-07:00:00,4.7004,-3.26382,-2.70905,50.30647,284.16837,14.92865,1027.349
2018-03-15-08:00:00,4.19016,-3.46555,-1.20214,70.86921,283.94434,15.55571,1027.22412
2018-03-15-09:00:00,3.67991,-3.66727,0.30478,94.75081,283.72031,16.18279,1027.09937
2018-03-15-10:00:00,3.59319,-3.43468,0.76854,102.61274,281.72672,20.79366,1028.46875
2018-03-15-11:00:00,3.50647,-3.20209,1.23231,111.04897,279.73309,25.40453,1029.83813
2018-03-15-12:00:00,3.41974,-2.96951,1.69608,119.73343,277.7395,30.01541,1031.20752
2018-03-15-13:00:00,3.1361,-2.47341,1.8303,126.50099,276.21762,32.90189,1032.22253
2018-03-15-14:00:00,2.85245,-1.97732,1.96452,134.81392,274.69571,35.78838,1033.23743
2018-03-15-15:00:00,2.5688,-1.48123,2.09874,144.78674,273.17383,38.67487,1034.25244
2018-03-15-16:00:00,2.49161,-0.45056,1.96366,167.0773,272.98691,43.52397,1034.45105
2018-03-15-17:00:00,2.41441,0.58011,1.82859,197.60135,272.79996,48.37307,1034.64954
2018-03-15-18:00:00,2.33722,1.61078,1.69351,223.5657,272.61304,53.22218,1034.84814
2018-03-15-19:00:00,2.20689,0.69161,1.65319,202.702,272.19241,55.78278,1034.5144
2018-03-15-20:00:00,2.07657,-0.22755,1.61287,171.9695,271.77176,58.34338,1034.18066
2018-03-15-21:00:00,1.94625,-1.14671,1.57256,143.9003,271.35114,60.90397,1033.84692
2018-03-15-22:00:00,1.77182,-1.15399,1.31905,138.81842,272.14249,57.00449,1034.22852
2018-03-15-23:00:00,1.5974,-1.16126,1.06554,132.53845,272.93381,53.105,1034.61023
2018-03-16-00:00:00,1.93384,-1.5661,1.1345,125.91997,273.40259,57.7706,1034.78625
2018-03-16-01:00:00,2.28223,-0.82044,1.72382,154.54826,275.40674,48.31596,1034.47961
2018-03-16-02:00:00,2.63061,-0.07478,2.31314,178.14839,277.41086,38.86131,1034.17285
2018-03-16-03:00:00,2.97899,0.67088,2.90247,193.01486,279.41501,29.40666,1033.86621
2018-03-16-04:00:00,3.29876,0.63157,3.23474,191.0477,280.26428,28.58694,1032.51831
2018-03-16-05:00:00,3.61853,0.59225,3.56702,189.42711,281.11359,27.76721,1031.17041
2018-03-16-06:00:00,3.9383,0.55293,3.89929,188.07095,281.96286,26.94748,1029.82251
2018-03-16-07:00:00,4.02996,0.44668,4.00178,186.36899,281.72028,27.19199,1029.2561
2018-03-16-08:00:00,4.12161,0.34042,4.10427,184.74146,281.47769,27.43649,1028.68958
2018-03-16-09:00:00,4.21327,0.23417,4.20676,183.18604,281.23511,27.681,1028.12317
2018-03-16-10:00:00,3.78184,0.01517,3.76724,180.23079,279.84979,30.8386,1028.25269
2018-03-16-11:00:00,3.35041,-0.20382,3.32772,176.4951,278.46448,33.9962,1028.38232
2018-03-16-12:00:00,2.91898,-0.42281,2.8882,171.67151,277.07916,37.1538,1028.51184
2018-03-16-13:00:00,2.98123,-0.36595,2.95729,172.94576,276.21661,37.48996,1028.66492
2018-03-16-14:00:00,3.04347,-0.30909,3.02637,174.16841,275.35406,37.82611,1028.81812
2018-03-16-15:00:00,3.10572,-0.25224,3.09546,175.34151,274.49152,38.16227,1028.97119
2018-03-16-16:00:00,2.62476,-0.72234,2.05345,160.61964,273.68781,40.3163,1028.57056
2018-03-16-17:00:00,2.1438,-1.19245,1.01144,130.30482,272.88409,42.47032,1028.17004
2018-03-16-18:00:00,1.66284,-1.66256,-0.03056,88.94682,272.08038,44.62434,1027.76941
2018-03-16-19:00:00,1.65076,-1.65037,-0.00529,89.81617,272.00403,43.96412,1027.35193
2018-03-16-20:00:00,1.63869,-1.63817,0.01997,90.69854,271.92767,43.30388,1026.93433
2018-03-16-21:00:00,1.62661,-1.62598,0.04524,91.59381,271.85132,42.64365,1026.51685
2018-03-16-22:00:00,1.32451,-1.30982,0.11168,94.87325,272.30801,41.71237,1026.83459
2018-03-16-23:00:00,1.0224,-0.99367,0.17811,100.16201,272.76468,40.78108,1027.15222
2018-03-17-00:00:00,0.25168,-0.00423,0.25165,179.03775,273.08716,44.42661,1027.04626
2018-03-17-01:00:00,0.48424,-0.26992,0.33747,141.34616,273.23093,51.71299,1027.20642
2018-03-17-02:00:00,0.71681,-0.53561,0.4233,128.31941,273.37469,58.99937,1027.3667
2018-03-17-03:00:00,0.94937,-0.80131,0.50912,122.43039,273.51846,66.28576,1027.52686
2018-03-17-04:00:00,1.15024,-0.69824,0.83004,139.92908,274.10001,68.07675,1026.65723
2018-03-17-05:00:00,1.35111,-0.59518,1.15097,152.65602,274.68152,69.86774,1025.78772
2018-03-17-06:00:00,1.55198,-0.49211,1.47189,161.51311,275.26306,71.65873,1024.91809
2018-03-17-07:00:00,1.62457,-0.19109,1.55506,172.99437,275.77515,69.84944,1024.4989
2018-03-17-08:00:00,1.69716,0.10993,1.63822,183.83896,276.2872,68.04015,1024.07983
2018-03-17-09:00:00,1.76976,0.41095,1.72138,193.42706,276.79929,66.23087,1023.66064
2018-03-17-10:00:00,1.99056,-0.00704,1.90805,179.78847,276.397,68.26632,1024.05164
2018-03-17-11:00:00,2.21136,-0.42504,2.09472,168.52982,275.99475,70.30178,1024.44275
2018-03-17-12:00:00,2.43216,-0.84303,2.28138,159.71933,275.59247,72.33723,1024.83374
2018-03-17-13:00:00,2.04006,-0.70567,1.91412,159.76282,275.1402,76.18626,1024.92749
2018-03-17-14:00:00,1.64796,-0.56831,1.54686,159.827,274.68793,80.03527,1025.02124
2018-03-17-15:00:00,1.25586,-0.43094,1.17961,159.93127,274.23566,83.88429,1025.11499
2018-03-17-16:00:00,1.04886,-0.40307,0.96355,157.29974,274.15573,85.15947,1024.87146
2018-03-17-17:00:00,0.84186,-0.37519,0.74749,153.34656,274.07578,86.43465,1024.62793
2018-03-17-18:00:00,0.63485,-0.34731,0.53143,146.83395,273.99585,87.70982,1024.3844
2018-03-17-19:00:00,0.60199,-0.25922,0.17769,124.42986,273.92548,88.5841,1023.99084
2018-03-17-20:00:00,0.56912,-0.17113,-0.17605,44.18861,273.85507,89.45837,1023.59729
2018-03-17-21:00:00,0.53626,-0.08304,-0.52979,8.90858,273.7847,90.33264,1023.20374
2018-03-17-22:00:00,0.86108,-0.06297,-0.85671,4.2037,274.1698,87.13285,1023.52167
2018-03-17-23:00:00,1.1859,-0.04289,-1.18363,2.07542,274.55487,83.93306,1023.83954
2018-03-18-00:00:00,0.5912,0.07983,-0.58578,352.23999,274.18472,83.62682,1024.20068
2018-03-18-01:00:00,0.47084,-0.01611,-0.3577,2.57932,276.19147,74.63966,1024.09497
2018-03-18-02:00:00,0.35048,-0.11205,-0.12962,40.8436,278.19821,65.6525,1023.98938
2018-03-18-03:00:00,0.23013,-0.20799,0.09847,115.3336,280.20496,56.66534,1023.88373
2018-03-18-04:00:00,0.67471,-0.25293,0.57426,156.22935,281.6488,51.6932,1022.84601
2018-03-18-05:00:00,1.11929,-0.29786,1.05005,164.16336,283.09262,46.72105,1021.80835
2018-03-18-06:00:00,1.56387,-0.34279,1.52584,167.33827,284.53647,41.7489,1020.77063
2018-03-18-07:00:00,1.78307,-0.20827,1.75744,173.24168,284.40356,41.80305,1020.63043
2018-03-18-08:00:00,2.00227,-0.07374,1.98904,177.87689,284.27066,41.85719,1020.49017
2018-03-18-09:00:00,2.22147,0.06079,2.22063,181.56805,284.13776,41.91134,1020.34998
2018-03-18-10:00:00,2.48124,-0.0094,2.47944,179.78271,281.62454,52.23818,1020.95605
2018-03-18-11:00:00,2.74101,-0.0796,2.73824,178.33499,279.11136,62.56502,1021.56207
2018-03-18-12:00:00,3.00078,-0.14979,2.99704,177.13881,276.59814,72.89185,1022.16815
2018-03-18-13:00:00,2.52907,-0.56222,1.74192,162.11203,275.87698,75.77833,1022.82251
2018-03-18-14:00:00,2.05737,-0.97465,0.4868,116.54008,275.15579,78.6648,1023.47687
2018-03-18-15:00:00,1.58566,-1.38708,-0.76833,61.01727,274.43463,81.55128,1024.13123
2018-03-18-16:00:00,1.63891,-0.73962,-1.06379,34.80974,274.00201,83.28845,1024.15454
2018-03-18-17:00:00,1.69216,-0.09216,-1.35926,3.87894,273.56943,85.02562,1024.17798
2018-03-18-18:00:00,1.74541,0.5553,-1.65472,341.44919,273.13681,86.76279,1024.20129
2018-03-18-19:00:00,2.03395,0.01377,-1.89716,359.58417,273.54089,84.67486,1024.20483
2018-03-18-20:00:00,2.32248,-0.52776,-2.13959,13.85611,273.94498,82.58691,1024.20837
2018-03-18-21:00:00,2.61101,-1.06928,-2.38202,24.17516,274.34906,80.49898,1024.21191
2018-03-18-22:00:00,2.41251,-0.51446,-2.22989,12.99133,275.58548,71.93784,1025.30688
2018-03-18-23:00:00,2.21401,0.04037,-2.07776,358.88696,276.82187,63.37669,1026.40186
2018-03-19-00:00:00,2.07686,0.69732,-1.9563,340.38147,278.32184,57.09416,1026.92188
2018-03-19-01:00:00,2.95573,-0.74184,-2.31035,17.80153,280.53992,46.67378,1027.07458
2018-03-19-02:00:00,3.83459,-2.181,-2.6644,39.3028,282.758,36.2534,1027.22729
2018-03-19-03:00:00,4.71345,-3.62017,-3.01845,50.17906,284.97607,25.83302,1027.38
2018-03-19-04:00:00,3.72358,-2.96064,-1.81617,58.47339,285.65863,25.80577,1026.91248
2018-03-19-05:00:00,2.73371,-2.30111,-0.6139,75.06236,286.34119,25.77851,1026.44507
2018-03-19-06:00:00,1.74384,-1.64158,0.58838,109.71878,287.02374,25.75125,1025.97754
2018-03-19-07:00:00,1.98854,-1.63741,1.01465,121.78511,286.69308,27.12694,1025.60522
2018-03-19-08:00:00,2.23325,-1.63324,1.44092,131.42024,286.3624,28.50263,1025.23291
2018-03-19-09:00:00,2.47795,-1.62906,1.86719,138.8963,286.03174,29.87832,1024.8606
2018-03-19-10:00:00,2.8851,-1.90309,2.16841,138.72842,284.47031,31.33859,1025.7937
2018-03-19-11:00:00,3.29225,-2.17711,2.46962,138.60207,282.90891,32.79885,1026.72693
2018-03-19-12:00:00,3.69941,-2.45113,2.77084,138.50352,281.34747,34.25911,1027.66003
2018-03-19-13:00:00,3.30016,-2.28432,2.36931,136.04636,279.99524,36.28645,1028.44519
2018-03-19-14:00:00,2.90091,-2.1175,1.96778,132.90112,278.64301,38.3138,1029.23047
2018-03-19-15:00:00,2.50167,-1.95069,1.56625,128.76178,277.29077,40.34114,1030.01562
2018-03-19-16:00:00,2.12863,-1.0535,1.43326,143.68279,276.83008,40.90673,1030.21875
2018-03-19-17:00:00,1.75559,-0.15631,1.30027,173.14522,276.36942,41.47231,1030.42188
2018-03-19-18:00:00,1.38255,0.74088,1.16728,212.40355,275.90872,42.0379,1030.625
2018-03-19-19:00:00,1.44811,0.98585,0.96556,225.59587,275.34604,41.36063,1030.74878
2018-03-19-20:00:00,1.51367,1.23083,0.76384,238.17679,274.78339,40.68335,1030.87244
2018-03-19-21:00:00,1.57923,1.4758,0.56211,249.14883,274.2207,40.00608,1030.99622
2018-03-19-22:00:00,1.24377,0.86929,0.5275,238.74982,275.03262,38.28703,1031.48108
2018-03-19-23:00:00,0.90832,0.26279,0.4929,208.0643,275.84451,36.56797,1031.96582
2018-03-20-00:00:00,0.97104,-0.76088,-0.6033,51.58905,276.14667,40.21873,1032.30066
2018-03-20-01:00:00,1.37051,-1.19694,-0.61965,62.62944,277.5654,33.28095,1032.19873
2018-03-20-02:00:00,1.76999,-1.633,-0.63601,68.7205,278.98416,26.34317,1032.09692
2018-03-20-03:00:00,2.16947,-2.06906,-0.65236,72.50033,280.40289,19.40539,1031.995
2018-03-20-04:00:00,1.85163,-1.63196,-0.11791,85.86752,281.1087,19.06232,1031.07373
2018-03-20-05:00:00,1.5338,-1.19485,0.41654,109.21911,281.81454,18.71925,1030.15247
2018-03-20-06:00:00,1.21596,-0.75775,0.95099,141.45203,282.52036,18.37618,1029.2312
2018-03-20-07:00:00,1.33099,-0.63607,1.1376,150.78911,282.35019,19.05188,1028.65271
2018-03-20-08:00:00,1.44601,-0.51438,1.32421,158.77161,282.17999,19.72757,1028.0741
2018-03-20-09:00:00,1.56103,-0.3927,1.51083,165.42986,282.00983,20.40326,1027.49561
2018-03-20-10:00:00,1.73065,-0.03854,1.66006,178.66994,280.34277,24.49435,1027.81689
2018-03-20-11:00:00,1.90027,0.31561,1.80929,189.8951,278.67575,28.58543,1028.13806
2018-03-20-12:00:00,2.06988,0.66977,1.95853,198.87947,277.0087,32.67652,1028.45935
2018-03-20-13:00:00,2.18564,0.82963,2.01449,202.38341,276.12885,34.77668,1028.50391
2018-03-20-14:00:00,2.3014,0.98949,2.07045,205.54362,275.24899,36.87685,1028.54858
2018-03-20-15:00:00,2.41716,1.14935,2.12642,208.39172,274.36914,38.97701,1028.59314
2018-03-20-16:00:00,2.3005,0.11466,1.64181,183.99507,273.05823,44.31725,1028.30811
2018-03-20-17:00:00,2.18385,-0.92002,1.1572,141.51381,271.74731,49.6575,1028.02319
2018-03-20-18:00:00,2.06719,-1.95471,0.67259,108.98769,270.4364,54.99774,1027.73816
2018-03-20-19:00:00,1.84043,-1.73657,0.28757,99.40273,269.91959,58.60299,1027.30188
2018-03-20-20:00:00,1.61366,-1.51842,-0.09745,86.32796,269.40274,62.20824,1026.8656
2018-03-20-21:00:00,1.3869,-1.30028,-0.48247,69.64263,268.88593,65.81349,1026.42932
2018-03-20-22:00:00,1.1924,-0.97958,-0.56456,60.04395,270.14499,61.89272,1026.55981
2018-03-20-23:00:00,0.99789,-0.65888,-0.64665,45.53676,271.40402,57.97195,1026.69019
2018-03-21-00:00:00,0.79411,-0.55782,-0.5652,44.6232,273.24359,54.50962,1025.74377
2018-03-21-01:00:00,1.0399,-0.49872,0.11768,103.27702,275.54599,46.60808,1025.27148
2018-03-21-02:00:00,1.28568,-0.43962,0.80056,151.22704,277.84842,38.70654,1024.79919
2018-03-21-03:00:00,1.53147,-0.38052,1.48344,165.61304,280.15082,30.80501,1024.3269
2018-03-21-04:00:00,2.29474,0.24006,2.16314,186.33253,281.47595,27.79571,1022.93146
2018-03-21-05:00:00,3.05802,0.86064,2.84284,196.84308,282.80109,24.78642,1021.53607
2018-03-21-06:00:00,3.82129,1.48122,3.52254,202.80661,284.12622,21.77712,1020.14062
2018-03-21-07:00:00,3.72674,1.09215,3.52292,197.22415,284.21512,22.69097,1019.16852
2018-03-21-08:00:00,3.6322,0.70309,3.5233,191.28537,284.30399,23.60482,1018.19647
2018-03-21-09:00:00,3.53765,0.31403,3.52368,185.09267,284.39288,24.51867,1017.22437
2018-03-21-10:00:00,3.17182,-0.01911,3.12977,179.65018,282.41534,28.99903,1017.29291
2018-03-21-11:00:00,2.806,-0.35224,2.73586,172.66348,280.43781,33.47939,1017.36145
2018-03-21-12:00:00,2.44018,-0.68538,2.34195,163.68771,278.46027,37.95975,1017.42999
2018-03-21-13:00:00,2.18308,-0.13798,2.01709,176.08675,277.80103,46.90327,1017.39728
2018-03-21-14:00:00,1.92599,0.40942,1.69223,193.6008,277.14178,55.84678,1017.36456
2018-03-21-15:00:00,1.66889,0.95682,1.36737,214.98241,276.48254,64.7903,1017.33185
2018-03-21-16:00:00,1.44143,0.95314,0.81806,229.36107,275.90009,69.26308,1016.95978
2018-03-21-17:00:00,1.21398,0.94946,0.26876,254.19513,275.31763,73.73585,1016.58771
2018-03-21-18:00:00,0.98652,0.94579,-0.28055,286.52194,274.73517,78.20863,1016.21564
2018-03-21-19:00:00,1.2713,0.25337,-0.67106,339.31525,273.85052,80.73592,1015.8819
2018-03-21-20:00:00,1.55607,-0.43905,-1.06156,22.46942,272.96588,83.26321,1015.5481
2018-03-21-21:00:00,1.84085,-1.13147,-1.45207,37.92607,272.08124,85.7905,1015.21436
2018-03-21-22:00:00,1.60429,-0.80998,-1.34097,31.13287,273.17737,81.62616,1015.42334
2018-03-21-23:00:00,1.36773,-0.48848,-1.22987,21.66211,274.2735,77.46183,1015.63226
2018-03-22-00:00:00,1.17841,-0.48073,-1.0759,24.07578,275.72318,50.32842,1016.22375
2018-03-22-01:00:00,0.88599,-0.35123,-0.62171,29.46384,278.56583,45.16518,1015.88123
2018-03-22-02:00:00,0.59357,-0.22173,-0.16751,52.9292,281.40851,40.00193,1015.53876
2018-03-22-03:00:00,0.30115,-0.09222,0.28668,162.16728,284.25116,34.83869,1015.19623
2018-03-22-04:00:00,1.14112,-0.07107,1.13142,176.40569,285.9017,32.57487,1014.13788
2018-03-22-05:00:00,1.98109,-0.04992,1.97617,178.55305,287.55225,30.31104,1013.07959
2018-03-22-06:00:00,2.82105,-0.02876,2.82091,179.41582,289.20279,28.04721,1012.02124
2018-03-22-07:00:00,2.91502,-0.17897,2.90251,176.47168,289.14828,29.07379,1011.70813
2018-03-22-08:00:00,3.00899,-0.32917,2.98411,173.70532,289.09381,30.10037,1011.39496
2018-03-22-09:00:00,3.10296,-0.47937,3.0657,171.11288,289.03931,31.12695,1011.08185
2018-03-22-10:00:00,3.21124,-0.10512,3.1661,178.09834,287.116,35.86423,1011.57062
2018-03-22-11:00:00,3.31953,0.26913,3.2665,184.70995,285.19272,40.60152,1012.05933
2018-03-22-12:00:00,3.42782,0.64337,3.3669,190.81812,283.26941,45.33881,1012.5481
2018-03-22-13:00:00,3.1905,0.74355,3.09346,193.51537,281.68768,53.02288,1013.00433
2018-03-22-14:00:00,2.95319,0.84373,2.82001,196.65681,280.10599,60.70695,1013.46063
2018-03-22-15:00:00,2.71587,0.9439,2.54657,200.3376,278.52426,68.39103,1013.91687
2018-03-22-16:00:00,2.36046,0.08025,1.72846,182.6582,277.6564,73.01762,1013.91101
2018-03-22-17:00:00,2.00505,-0.78341,0.91035,139.28612,276.78851,77.64421,1013.90521
2018-03-22-18:00:00,1.64965,-1.64706,0.09224,93.20533,275.92065,82.2708,1013.89935
2018-03-22-19:00:00,1.61821,-1.35817,-0.38697,74.09657,275.59912,82.95926,1013.96417
2018-03-22-20:00:00,1.58678,-1.06928,-0.86619,50.9903,275.27756,83.64771,1014.02893
2018-03-22-21:00:00,1.55535,-0.78039,-1.3454,30.11554,274.95602,84.33617,1014.09375
2018-03-22-22:00:00,1.47477,-0.86749,-1.1637,36.70282,275.98746,78.80422,1014.57294
2018-03-22-23:00:00,1.3942,-0.95459,-0.98201,44.18874,277.01886,73.27227,1015.05206
2018-03-23-00:00:00,1.69487,-0.83309,-1.47599,29.44151,279.25354,60.79811,1014.06439
2018-03-23-01:00:00,1.67877,-0.95657,-1.35856,35.1498,281.78629,53.98047,1014.15729
2018-03-23-02:00:00,1.66267,-1.08006,-1.24112,41.03075,284.31906,47.16283,1014.25024
2018-03-23-03:00:00,1.64657,-1.20355,-1.12369,46.96535,286.85181,40.34518,1014.34314
2018-03-23-04:00:00,1.73252,-0.91985,-1.37297,33.82089,288.3671,37.51689,1014.00189
2018-03-23-05:00:00,1.81847,-0.63615,-1.62225,21.41205,289.88242,34.68859,1013.66064
2018-03-23-06:00:00,1.90442,-0.35245,-1.87153,10.66499,291.39771,31.86029,1013.3194
2018-03-23-07:00:00,1.73911,0.17477,-1.01846,350.2627,291.19247,33.01422,1013.35669
2018-03-23-08:00:00,1.5738,0.70199,-0.16539,283.25723,290.98721,34.16814,1013.39398
2018-03-23-09:00:00,1.40849,1.2292,0.68768,240.77515,290.78198,35.32207,1013.43127
2018-03-23-10:00:00,1.4615,1.0562,-0.00735,270.39871,288.38632,40.93439,1014.26044
2018-03-23-11:00:00,1.51452,0.88321,-0.70238,308.4939,285.99069,46.54671,1015.0896
2018-03-23-12:00:00,1.56753,0.71021,-1.39741,333.05896,283.59503,52.15903,1015.91876
2018-03-23-13:00:00,1.89671,-0.10072,-1.56065,3.69243,282.63681,59.29433,1017.34167
2018-03-23-14:00:00,2.2259,-0.91164,-1.72388,27.87111,281.67856,66.42963,1018.76459
2018-03-23-15:00:00,2.55508,-1.72256,-1.88712,42.38972,280.72034,73.56493,1020.1875
2018-03-23-16:00:00,2.44471,-0.72692,-1.86794,21.26381,279.60422,71.42817,1020.87665
2018-03-23-17:00:00,2.33433,0.26871,-1.84877,351.73016,278.48807,69.29141,1021.56586
2018-03-23-18:00:00,2.22396,1.26435,-1.82959,325.35333,277.37195,67.15465,1022.255
2018-03-23-19:00:00,1.95889,0.95665,-1.68219,330.37335,276.86487,65.67558,1022.38104
2018-03-23-20:00:00,1.69382,0.64896,-1.53479,337.07996,276.35779,64.19651,1022.50708
2018-03-23-21:00:00,1.42875,0.34126,-1.3874,346.18127,275.85071,62.71745,1022.63312
2018-03-23-22:00:00,1.46423,0.38292,-1.41249,344.83185,277.06458,58.09623,1023.23792
2018-03-23-23:00:00,1.49971,0.42459,-1.43759,343.54568,278.27847,53.47501,1023.84271
2018-03-24-00:00:00,1.99358,0.32775,-1.96646,350.53748,280.08502,44.43266,1023.53497
