DateTime,SPD10,DIR10,SLP,T2,RH2
2019-04-05-09:00:00,7.74,145,1003.5,290.05,16
2019-04-05-10:00:00,6.55,131,1004.1,288.85,19
2019-04-05-11:00:00,4.32,126,1004.5,287.65,21
2019-04-05-12:00:00,3.11,147,1005.9,286.95,22
2019-04-05-13:00:00,3.59,138,1006.7,286.65,22
2019-04-05-14:00:00,2.53,172,1006.8,286.05,21
2019-04-05-15:00:00,1.06,107,1007,285.35,21
2019-04-05-16:00:00,3.5,133,1007.5,285.15,21
2019-04-05-17:00:00,3,132,1007.5,284.25,20
2019-04-05-18:00:00,1.95,145,1007,284.05,18
2019-04-05-19:00:00,2.1,306,1006.7,282.25,23
2019-04-05-20:00:00,2.5,313,1006.9,282.05,24
2019-04-05-21:00:00,1.84,64,1006.6,281.15,27
2019-04-05-22:00:00,1.89,348,1007,280.35,28
2019-04-05-23:00:00,2.58,344,1007.4,282.95,27
2019-04-06-00:00:00,2.69,31,1007.7,284.85,26
2019-04-06-01:00:00,1.17,321,1008.1,287.75,22
2019-04-06-02:00:00,0.88,211,1008.1,288.95,19
2019-04-06-03:00:00,0.82,202,1007.8,290.75,16
2019-04-06-04:00:00,1.71,221,1007.1,291.85,16
2019-04-06-05:00:00,1.11,171,1006.5,292.95,15
2019-04-06-06:00:00,3.83,150,1005.6,293.65,14
2019-04-06-07:00:00,4.43,184,1005,293.95,14
2019-04-06-08:00:00,4.32,201,1004.8,293.35,14
2019-04-06-09:00:00,3.1,187,1004.7,293.65,14
2019-04-06-10:00:00,3.79,198,1005.1,293.35,14
2019-04-06-11:00:00,4.36,155,1005.6,292.05,17
2019-04-06-12:00:00,5.56,149,1006.8,290.75,20
2019-04-06-13:00:00,6.81,136,1008,288.05,24
2019-04-06-14:00:00,5.82,131,1008.9,286.85,25
2019-04-06-15:00:00,3.52,90,1009.7,283.95,30
2019-04-06-16:00:00,3.38,111,1010,283.55,28
2019-04-06-17:00:00,2.31,94,1010.2,282.25,29
2019-04-06-18:00:00,2.44,129,1010,283.55,26
2019-04-06-19:00:00,3.46,124,1009.7,282.65,31
2019-04-06-20:00:00,1.54,82,1009.7,280.85,39
2019-04-06-21:00:00,1.72,147,1009.9,281.95,38
2019-04-06-22:00:00,2.26,175,1009.9,281.35,40
2019-04-06-23:00:00,1.33,67,1009.8,281.95,37
2019-04-07-00:00:00,3.26,154,1010.4,284.45,27
2019-04-07-01:00:00,6.99,148,1010.5,285.65,21
2019-04-07-02:00:00,6.91,149,1010.2,286.55,20
2019-04-07-03:00:00,6.61,141,1009.2,287.65,19
2019-04-07-04:00:00,4.11,144,1008.2,288.95,21
2019-04-07-05:00:00,4.93,135,1006.7,289.85,21
2019-04-07-06:00:00,4.55,134,1005.7,290.15,21
2019-04-07-07:00:00,6.14,150,1004.6,291.25,19
2019-04-07-08:00:00,2.22,135,1005.3,290.75,20
2019-04-07-09:00:00,5.21,115,1004.6,290.85,18
2019-04-07-10:00:00,4.22,116,1005,290.45,18
2019-04-07-11:00:00,3.38,100,1005.7,288.25,22
2019-04-07-12:00:00,5.39,159,1007.5,288.45,23
2019-04-07-13:00:00,4.15,141,1008.3,287.25,27
2019-04-07-14:00:00,4.5,152,1009,285.75,31
2019-04-07-15:00:00,4.48,158,1009.9,285.05,33
2019-04-07-16:00:00,2.35,105,1010.8,283.55,33
2019-04-07-17:00:00,2.44,85,1011,282.25,32
2019-04-07-18:00:00,2.65,124,1011.6,282.55,27
2019-04-07-19:00:00,3.36,118,1011.9,281.95,29
2019-04-07-20:00:00,3.23,146,1012.3,281.75,26
2019-04-07-21:00:00,0.5,354,1013,280.15,29
2019-04-07-22:00:00,1.45,344,1013.7,279.25,34
2019-04-07-23:00:00,0.77,49,1014.9,281.55,31
2019-04-08-00:00:00,1.73,124,1015.8,283.65,23
2019-04-08-01:00:00,2.06,140,1016.2,284.85,23
2019-04-08-02:00:00,3.47,141,1016.4,286.25,20
2019-04-08-03:00:00,4.27,144,1016.1,287.35,17
2019-04-08-04:00:00,5.06,158,1015.5,288.25,15
2019-04-08-05:00:00,5.85,124,1015,288.25,16
2019-04-08-06:00:00,6.71,139,1014.2,288.65,17
2019-04-08-07:00:00,4.99,151,1013.5,288.85,19
2019-04-08-08:00:00,3.71,127,1013.2,288.85,20
2019-04-08-09:00:00,5.42,135,1013,288.95,20
2019-04-08-10:00:00,5.23,142,1013.3,289.05,20
2019-04-08-11:00:00,6.93,166,1013.9,287.15,22
2019-04-08-12:00:00,5.98,171,1015.1,286.45,20
2019-04-08-13:00:00,4.71,171,1015.7,285.75,18
2019-04-08-14:00:00,4.21,167,1016.1,285.35,18
2019-04-08-15:00:00,2.6,126,1016.4,285.15,18
2019-04-08-16:00:00,3.06,148,1016.5,284.95,17
2019-04-08-17:00:00,3.32,140,1016.2,284.55,20
2019-04-08-18:00:00,1.35,94,1015.9,283.85,23
2019-04-08-19:00:00,2.05,158,1016.5,284.15,22
2019-04-08-20:00:00,7.1,220,1017.6,282.75,54
2019-04-08-21:00:00,6.33,257,1017.4,280.45,73
2019-04-08-22:00:00,4.69,305,1017.8,280.15,72
2019-04-08-23:00:00,6.23,315,1018.7,279.75,71
2019-04-09-00:00:00,3.81,330,1019.8,279.15,86
2019-04-09-01:00:00,5.11,13,1020,278.25,91
2019-04-09-02:00:00,3.98,36,1020.2,278.15,91
2019-04-09-03:00:00,3.85,8,1019.9,278.75,92
2019-04-09-04:00:00,3.41,8,1019.1,279.35,90
2019-04-09-05:00:00,3.11,320,1018.4,280.05,86
2019-04-09-06:00:00,2.25,332,1017.3,281.45,77
2019-04-09-07:00:00,3.04,24,1016.4,282.25,62
2019-04-09-08:00:00,2.71,18,1015.9,282.55,57
2019-04-09-09:00:00,3.64,35,1015.8,282.25,61
2019-04-09-10:00:00,3.01,12,1015.9,282.05,63
2019-04-09-11:00:00,3.1,333,1016.2,281.45,66
2019-04-09-12:00:00,2.86,306,1016.8,281.15,68
2019-04-09-13:00:00,3.01,297,1017,280.95,68
2019-04-09-14:00:00,4.29,300,1017.1,281.05,67
2019-04-09-15:00:00,2.69,295,1017.1,280.45,68
2019-04-09-16:00:00,3.21,298,1017.2,280.15,69
2019-04-09-17:00:00,2.09,351,1016.8,278.55,77
2019-04-09-18:00:00,1.35,295,1016.8,279.15,74
2019-04-09-19:00:00,1.22,353,1016.6,277.65,82
2019-04-09-20:00:00,1.42,314,1016.3,277.15,84
2019-04-09-21:00:00,1.58,23,1016.7,276.85,80
2019-04-09-22:00:00,0.4,342,1016.8,277.95,79
2019-04-09-23:00:00,1.73,338,1017.4,281.25,70
2019-04-10-00:00:00,2.94,16,1017.3,282.35,61
2019-04-10-01:00:00,2.13,341,1017.2,285.65,47
2019-04-10-02:00:00,2.94,11,1016.6,286.55,42
2019-04-10-03:00:00,4.96,25,1015.7,288.55,29
2019-04-10-04:00:00,3.27,8,1014.7,289.25,23
2019-04-10-05:00:00,2.86,12,1013.5,290.45,20
2019-04-10-06:00:00,2.07,348,1012.4,291.45,19
2019-04-10-07:00:00,1.81,253,1011.5,291.95,19
2019-04-10-08:00:00,1.46,262,1010.7,292.05,18
2019-04-10-09:00:00,1.51,13,1010.2,291.45,19
2019-04-10-10:00:00,0.91,7,1009.8,291.25,19
2019-04-10-11:00:00,4.16,218,1010.1,290.65,20
2019-04-10-12:00:00,5.96,244,1010.5,290.05,20
2019-04-10-13:00:00,4.6,203,1011.5,289.55,25
2019-04-10-14:00:00,2.93,228,1011.5,289.05,28
2019-04-10-15:00:00,3.16,178,1011.3,288.25,31
2019-04-10-16:00:00,3.18,187,1011.1,287.15,37
2019-04-10-17:00:00,3.75,183,1010.7,286.35,41
2019-04-10-18:00:00,1.81,114,1010.4,286.65,40
2019-04-10-19:00:00,2.23,92,1010.5,284.85,48
2019-04-10-20:00:00,3.51,172,1010.5,285.15,49
2019-04-10-21:00:00,0.46,157,1010.8,284.85,52
2019-04-10-22:00:00,1.97,117,1011.5,284.75,53
2019-04-10-23:00:00,1.46,135,1012.2,284.75,57
2019-04-11-00:00:00,1.96,154,1012.9,285.35,55
2019-04-11-01:00:00,2.25,98,1013.2,286.35,52
2019-04-11-02:00:00,1.64,108,1013.3,288.55,43
2019-04-11-03:00:00,3.77,169,1012.9,289.15,37
2019-04-11-04:00:00,3.44,171,1012,290.45,33
2019-04-11-05:00:00,3.52,209,1011.2,291.35,30
2019-04-11-06:00:00,3.69,232,1010.5,290.85,27
2019-04-11-07:00:00,3.47,200,1009.8,291.65,24
2019-04-11-08:00:00,4.05,194,1009.5,291.35,24
2019-04-11-09:00:00,4.61,191,1009.5,291.35,25
2019-04-11-10:00:00,5.64,184,1009.5,290.65,32
2019-04-11-11:00:00,4.89,189,1009.9,289.55,35
2019-04-11-12:00:00,5.04,200,1010.5,288.85,39
2019-04-11-13:00:00,4.31,204,1011.1,288.05,41
2019-04-11-14:00:00,4.85,213,1011.5,287.55,46
2019-04-11-15:00:00,3.84,189,1011.6,286.65,47
2019-04-11-16:00:00,3.12,129,1011.7,285.05,54
2019-04-11-17:00:00,2.61,132,1011.5,283.55,57
2019-04-11-18:00:00,2.64,101,1011.4,282.55,59
2019-04-11-19:00:00,2.99,103,1011.2,282.85,59
2019-04-11-20:00:00,1.7,71,1011.2,281.35,64
2019-04-11-21:00:00,1.86,77,1011.2,281.65,64
2019-04-11-22:00:00,2.16,79,1011.5,280.65,67
2019-04-11-23:00:00,2.05,90,1012,281.45,65
2019-04-12-00:00:00,1.3,43,1012.5,283.65,59
2019-04-12-01:00:00,0.85,78,1012.3,286.25,51
2019-04-12-02:00:00,1.87,150,1012.2,287.15,49
2019-04-12-03:00:00,3.06,164,1011.3,289.45,40
2019-04-12-04:00:00,4.85,183,1010.3,291.65,33
2019-04-12-05:00:00,5.12,209,1008.9,293.55,24
2019-04-12-06:00:00,6.94,213,1007.7,294.45,20
2019-04-12-07:00:00,7.22,194,1006.3,295.35,18
2019-04-12-08:00:00,7.12,208,1005.7,295.15,17
2019-04-12-09:00:00,7.36,191,1005.4,294.75,20
2019-04-12-10:00:00,5.55,201,1005.5,293.95,24
2019-04-12-11:00:00,6.53,203,1005.9,293.05,30
2019-04-12-12:00:00,5.93,201,1006.7,292.35,37
2019-04-12-13:00:00,6.66,194,1007.2,291.05,39
2019-04-12-14:00:00,5.54,194,1007.2,290.65,40
2019-04-12-15:00:00,3.75,185,1007.2,290.05,44
2019-04-12-16:00:00,2.22,150,1007.8,289.95,45
2019-04-12-17:00:00,3.87,114,1007.8,288.05,51
2019-04-12-18:00:00,3.21,116,1007.7,286.95,56
2019-04-12-19:00:00,2.91,97,1007.7,285.05,61
2019-04-12-20:00:00,3.54,104,1007.9,284.65,64
2019-04-12-21:00:00,1.48,85,1008.6,284.25,65
2019-04-12-22:00:00,1.65,46,1009.1,284.05,67
2019-04-12-23:00:00,1.45,64,1009.9,284.45,67
2019-04-13-00:00:00,1.7,71,1010.3,286.25,61
2019-04-13-01:00:00,2.01,66,1010.4,287.95,57
2019-04-13-02:00:00,2.28,98,1010.1,289.25,53
2019-04-13-03:00:00,2.46,166,1009.8,290.25,49
2019-04-13-04:00:00,2.17,139,1009,291.25,45
2019-04-13-05:00:00,1.55,95,1009,291.85,42
2019-04-13-06:00:00,5.65,189,1008.5,292.45,40
2019-04-13-07:00:00,4.46,186,1007.8,294.25,33
2019-04-13-08:00:00,4.41,180,1007.4,294.75,30
2019-04-13-09:00:00,4.78,312,1008.3,294.85,16
2019-04-13-10:00:00,10.07,317,1009.8,293.35,15
2019-04-13-11:00:00,8.44,314,1010.8,291.95,15
2019-04-13-12:00:00,8.63,337,1012.3,291.55,11
2019-04-13-13:00:00,6.05,336,1014,290.75,10
2019-04-13-14:00:00,3.92,345,1014.5,287.95,13
2019-04-13-15:00:00,3.47,325,1014.9,286.85,14
2019-04-13-16:00:00,5.56,308,1015.3,288.25,14
2019-04-13-17:00:00,5.59,306,1015.9,287.55,14
2019-04-13-18:00:00,5.13,308,1016.1,286.85,14
2019-04-13-19:00:00,4.1,299,1016.6,286.45,14
2019-04-13-20:00:00,5.11,285,1016.6,286.05,14
2019-04-13-21:00:00,5.02,289,1016.6,285.75,14
2019-04-13-22:00:00,4.15,294,1016.9,285.15,14
2019-04-13-23:00:00,2.72,293,1017.6,286.55,15
2019-04-14-00:00:00,4.12,296,1018,289.05,13
2019-04-14-01:00:00,4.66,285,1018.4,290.65,12
2019-04-14-02:00:00,5.23,289,1018.2,292.45,11
2019-04-14-03:00:00,5.6,254,1017.3,293.65,11
2019-04-14-04:00:00,4.93,250,1016.1,294.75,11
2019-04-14-05:00:00,4.04,275,1014.8,295.75,11
2019-04-14-06:00:00,4.79,222,1013.5,296.35,10
2019-04-14-07:00:00,7.26,197,1012.2,296.05,11
2019-04-14-08:00:00,7.2,203,1011.1,296.75,11
2019-04-14-09:00:00,9.58,199,1010.7,296.35,12
2019-04-14-10:00:00,8.39,204,1010.3,295.75,13
2019-04-14-11:00:00,7.7,205,1010,294.65,14
2019-04-14-12:00:00,6.39,214,1010.5,294.05,15
2019-04-14-13:00:00,6.3,216,1010.9,293.65,17
2019-04-14-14:00:00,6.27,217,1010.6,293.15,18
2019-04-14-15:00:00,4.52,217,1010.5,291.85,22
2019-04-14-16:00:00,1.06,243,1010.8,289.95,24
2019-04-14-17:00:00,1.23,73,1010.7,287.55,30
2019-04-14-18:00:00,1.58,180,1010.5,287.75,29
2019-04-14-19:00:00,1.96,12,1010.3,282.85,43
2019-04-14-20:00:00,2.14,353,1010.1,282.25,47
2019-04-14-21:00:00,1.62,21,1010,281.85,48
2019-04-14-22:00:00,2,18,1010.1,281.45,48
2019-04-14-23:00:00,1.12,327,1010.6,286.95,34
2019-04-15-00:00:00,2.37,32,1010.4,287.45,32
2019-04-15-01:00:00,1.41,42,1010.3,290.35,27
2019-04-15-02:00:00,1.64,94,1009.9,292.45,23
2019-04-15-03:00:00,1.55,164,1009.1,295.05,21
2019-04-15-04:00:00,4.01,176,1007.8,296.65,18
2019-04-15-05:00:00,4.89,195,1006.8,298.35,15
2019-04-15-06:00:00,6.07,192,1005.9,298.65,14
2019-04-15-07:00:00,5.08,200,1004.5,299.95,13
2019-04-15-08:00:00,7.34,182,1003.7,299.55,12
2019-04-15-09:00:00,6.68,193,1003.5,298.95,13
2019-04-15-10:00:00,7.11,195,1003.5,298.05,15
2019-04-15-11:00:00,6.43,201,1003.8,296.95,15
2019-04-15-12:00:00,5.31,186,1004.6,296.15,16
2019-04-15-13:00:00,6.81,196,1005.1,295.35,20
2019-04-15-14:00:00,5.88,188,1005.2,294.35,21
2019-04-15-15:00:00,6.13,181,1005.3,292.75,28
2019-04-15-16:00:00,5.48,175,1005,291.75,31
2019-04-15-17:00:00,4.93,177,1004.6,291.45,33
2019-04-15-18:00:00,4.07,150,1004.2,291.35,35
2019-04-15-19:00:00,3.65,128,1004.2,289.95,40
2019-04-15-20:00:00,3.83,123,1004,288.85,44
2019-04-15-21:00:00,2.77,99,1004.2,286.55,51
2019-04-15-22:00:00,2.03,95,1004.6,286.05,55
2019-04-15-23:00:00,2.41,86,1004.9,287.25,54
2019-04-16-00:00:00,1.83,104,1005.4,289.35,51
2019-04-16-01:00:00,1.31,140,1005.6,290.85,49
2019-04-16-02:00:00,1.55,28,1005.5,292.85,44
2019-04-16-03:00:00,2.85,113,1005,293.95,39
2019-04-16-04:00:00,3.47,157,1004.2,295.15,35
2019-04-16-05:00:00,4.04,180,1003.4,296.55,32
2019-04-16-06:00:00,5.26,152,1002.5,297.35,31
2019-04-16-07:00:00,6.64,151,1001.5,298.05,30
2019-04-16-08:00:00,6.02,153,1001,298.05,30
2019-04-16-09:00:00,6.84,132,1000.8,297.95,31
2019-04-16-10:00:00,6.46,133,1000.9,297.55,32
2019-04-16-11:00:00,4.55,127,1001.3,296.15,34
2019-04-16-12:00:00,5.39,114,1002.3,294.55,38
2019-04-16-13:00:00,6.63,113,1003.3,292.65,44
2019-04-16-14:00:00,4.43,119,1003.8,291.15,46
2019-04-16-15:00:00,4.47,116,1003.5,290.15,47
2019-04-16-16:00:00,2.32,117,1003.2,289.25,51
2019-04-16-17:00:00,1.64,96,1002.8,288.35,54
2019-04-16-18:00:00,2.5,112,1001.9,288.35,56
2019-04-16-19:00:00,1.56,102,1001.3,288.05,59
2019-04-16-20:00:00,1.11,107,1000.9,287.85,61
2019-04-16-21:00:00,1.39,106,1000.4,286.95,66
2019-04-16-22:00:00,3.27,97,999.7,286.45,71
2019-04-16-23:00:00,3.84,112,999.7,287.85,68
2019-04-17-00:00:00,3.76,134,999.2,289.45,66
2019-04-17-01:00:00,3.7,159,998.7,290.85,63
2019-04-17-02:00:00,2.77,126,998.2,292.75,59
2019-04-17-03:00:00,4.31,149,997.3,294.85,53
2019-04-17-04:00:00,4.2,142,996.2,296.75,47
2019-04-17-05:00:00,4.88,147,995.1,297.85,43
2019-04-17-06:00:00,5.06,190,993.6,299.85,34
2019-04-17-07:00:00,5.78,201,992.9,300.45,31
2019-04-17-08:00:00,5.61,214,992.1,300.95,31
2019-04-17-09:00:00,4.95,206,991.8,300.95,31
2019-04-17-10:00:00,3.63,224,992.1,300.85,31
2019-04-17-11:00:00,1.88,278,992.9,298.95,36
2019-04-17-12:00:00,1.74,3,994.1,297.25,41
2019-04-17-13:00:00,3.14,22,995.2,294.85,49
2019-04-17-14:00:00,4.55,25,996.1,295.95,46
2019-04-17-15:00:00,3.22,3,997,293.65,53
2019-04-17-16:00:00,3.18,15,998.2,293.35,52
2019-04-17-17:00:00,3.72,358,999.3,293.35,52
2019-04-17-18:00:00,7.48,24,1000.5,295.45,29
2019-04-17-19:00:00,11.18,32,1002.1,294.75,17
2019-04-17-20:00:00,12.58,21,1003.7,292.55,23
2019-04-17-21:00:00,10.46,18,1005.6,291.55,22
2019-04-17-22:00:00,10.93,19,1007.2,290.55,22
2019-04-17-23:00:00,5.55,23,1009.2,290.25,22
2019-04-18-00:00:00,7.85,36,1010.3,290.25,22
2019-04-18-01:00:00,7.94,38,1011.4,290.95,21
2019-04-18-02:00:00,8.24,25,1012.4,292.45,18
2019-04-18-03:00:00,8.89,23,1012.3,293.85,16
2019-04-18-04:00:00,9.52,22,1012,295.05,15
2019-04-18-05:00:00,6.34,49,1011.3,296.25,14
2019-04-18-06:00:00,5.79,38,1010.9,295.45,15
2019-04-18-07:00:00,4.03,55,1010.5,296.35,14
2019-04-18-08:00:00,2.47,95,1009.8,295.65,15
2019-04-18-09:00:00,8.56,155,1009.5,294.65,27
2019-04-18-10:00:00,9.36,146,1010.1,292.75,31
2019-04-18-11:00:00,7.38,144,1011.5,290.95,32
2019-04-18-12:00:00,8.32,145,1013.1,289.65,33
2019-04-18-13:00:00,6.76,182,1014.7,288.25,34
2019-04-18-14:00:00,5.47,141,1015.7,287.35,34
2019-04-18-15:00:00,4.95,156,1016.1,286.75,31
2019-04-18-16:00:00,5.21,169,1016.5,286.15,30
2019-04-18-17:00:00,3.15,147,1016.8,285.95,31
2019-04-18-18:00:00,2.28,106,1016.7,284.75,35
2019-04-18-19:00:00,2.51,110,1016.7,284.35,38
2019-04-18-20:00:00,1.76,100,1016.7,283.95,43
2019-04-18-21:00:00,2.07,97,1016.5,283.45,47
2019-04-18-22:00:00,2.74,99,1016.6,283.25,49
2019-04-18-23:00:00,2.62,110,1017.5,284.45,47
2019-04-19-00:00:00,2.83,126,1017.5,286.35,39
2019-04-19-01:00:00,3.8,172,1017.5,287.85,30
2019-04-19-02:00:00,4.34,179,1017.2,289.05,30
2019-04-19-03:00:00,5.77,155,1016.9,290.05,25
2019-04-19-04:00:00,5.36,159,1015.9,290.85,24
2019-04-19-05:00:00,4.59,183,1014.8,291.45,22
2019-04-19-06:00:00,4.89,183,1014,291.45,20
2019-04-19-07:00:00,5.64,185,1012.9,291.65,19
2019-04-19-08:00:00,5.47,182,1011.8,291.65,19
2019-04-19-09:00:00,5.04,208,1011,291.55,22
2019-04-19-10:00:00,5.36,231,1011.1,290.15,26
2019-04-19-11:00:00,4.07,222,1011.5,288.65,29
2019-04-19-12:00:00,3.71,200,1011.6,288.45,31
2019-04-19-13:00:00,3.39,199,1012.2,288.55,29
2019-04-19-14:00:00,2.86,169,1011.7,288.55,26
2019-04-19-15:00:00,2.6,149,1011,288.35,27
2019-04-19-16:00:00,2.34,71,1010.4,286.65,43
2019-04-19-17:00:00,4.44,26,1010.8,283.15,92
2019-04-19-18:00:00,4.1,2,1010.5,282.65,89
2019-04-19-19:00:00,3.65,16,1010.2,282.25,89
2019-04-19-20:00:00,1.66,10,1010.1,281.95,81
2019-04-19-21:00:00,2.34,65,1009.1,281.65,82
2019-04-19-22:00:00,2.27,104,1008.6,281.75,90
2019-04-19-23:00:00,2.29,85,1009,281.75,91
2019-04-20-00:00:00,1.62,141,-9999,-9999,-9999
2019-04-20-01:00:00,1.69,68,1009.3,282.45,83
2019-04-20-02:00:00,2.01,89,1009.6,282.85,79
2019-04-20-03:00:00,1.34,89,1009.2,283.25,79
2019-04-20-04:00:00,1.88,74,1008.8,283.95,78
2019-04-20-05:00:00,1.05,84,1008.6,284.85,71
2019-04-20-06:00:00,1.97,245,1007.6,285.85,66
2019-04-20-07:00:00,2.09,254,1007.2,286.75,65
2019-04-20-08:00:00,2.52,139,1006.7,286.85,65
2019-04-20-09:00:00,2.36,152,1006.8,287.15,64
2019-04-20-10:00:00,2.35,141,1006.6,287.25,65
2019-04-20-11:00:00,1.58,189,1007.7,286.95,67
2019-04-20-12:00:00,2.86,157,1008.7,286.85,68
2019-04-20-13:00:00,2.43,100,1009.6,285.95,75
2019-04-20-14:00:00,1.57,38,1009.9,285.65,77
2019-04-20-15:00:00,1.01,77,1010.2,285.95,75
2019-04-20-16:00:00,0.91,34,1010.4,285.45,77
2019-04-20-17:00:00,1.91,9,1010.6,284.45,87
2019-04-20-18:00:00,1.3,36,1010.8,284.55,89
2019-04-20-19:00:00,2.02,35,1010.8,285.15,81
2019-04-20-20:00:00,1.04,331,1011.1,284.05,90
2019-04-20-21:00:00,1.14,25,1011.3,283.45,93
2019-04-20-22:00:00,1.68,89,1011.9,283.15,94
2019-04-20-23:00:00,1.1,76,1012.6,284.65,91
2019-04-21-00:00:00,2.03,104,1013,286.15,79
2019-04-21-01:00:00,1.46,103,1013.2,288.65,65
2019-04-21-02:00:00,1.19,266,1013.1,290.65,51
2019-04-21-03:00:00,2.2,174,1012.7,291.95,39
2019-04-21-04:00:00,3.42,170,1012,292.55,32
2019-04-21-05:00:00,5.28,164,1011.2,293.45,28
2019-04-21-06:00:00,4.4,170,1010.5,293.65,30
2019-04-21-07:00:00,4.88,158,1009.7,293.55,30
2019-04-21-08:00:00,6.4,163,1009,293.95,33
2019-04-21-09:00:00,6.26,140,1008.6,293.65,30
2019-04-21-10:00:00,6.96,153,1008.3,292.45,29
2019-04-21-11:00:00,7.54,150,1008.7,291.35,24
2019-04-21-12:00:00,6.31,146,1009.3,290.25,23
2019-04-21-13:00:00,5.13,150,1009.9,289.35,23
2019-04-21-14:00:00,4.52,156,1010,288.75,28
2019-04-21-15:00:00,3.22,146,1009.8,288.05,37
2019-04-21-16:00:00,2.43,111,1009.7,287.05,46
2019-04-21-17:00:00,2.6,104,1009.8,285.35,59
2019-04-21-18:00:00,3.15,106,1009.7,284.95,63
2019-04-21-19:00:00,2.63,98,1009.3,283.85,69
2019-04-21-20:00:00,2.25,114,1009.2,283.75,73
2019-04-21-21:00:00,1.07,78,1009.1,283.45,74
2019-04-21-22:00:00,0.87,77,1009.2,283.35,77
2019-04-21-23:00:00,1.98,98,1009.3,284.25,73
2019-04-22-00:00:00,1.48,77,1009.4,285.95,67
2019-04-22-01:00:00,1.21,101,1009.4,287.55,60
2019-04-22-02:00:00,1.6,88,1009.3,288.95,57
2019-04-22-03:00:00,1.76,133,1008.9,290.75,54
2019-04-22-04:00:00,2.83,143,1007.7,292.75,50
2019-04-22-05:00:00,3.17,202,1006.5,294.85,47
2019-04-22-06:00:00,4.83,186,1005.7,296.55,42
2019-04-22-07:00:00,5.32,191,1004.6,298.25,38
2019-04-22-08:00:00,6.51,191,1003.9,297.95,41
2019-04-22-09:00:00,4.29,191,1003.6,298.15,42
2019-04-22-10:00:00,5.41,205,1003.7,297.85,43
2019-04-22-11:00:00,4.93,189,1003.9,297.15,47
2019-04-22-12:00:00,4.89,175,1004.5,296.25,52
2019-04-22-13:00:00,5,160,1004.6,295.65,56
2019-04-22-14:00:00,4.05,155,1004.5,295.15,59
2019-04-22-15:00:00,4.92,158,1004.5,294.35,63
2019-04-22-16:00:00,4.1,125,1004.8,292.55,67
2019-04-22-17:00:00,4.08,128,1004.6,291.65,70
2019-04-22-18:00:00,3.35,118,1004.3,290.65,73
2019-04-22-19:00:00,4.52,113,1004,290.25,80
2019-04-22-20:00:00,2.08,80,1004.2,288.65,88
2019-04-22-21:00:00,2.94,136,1004,289.15,88
2019-04-22-22:00:00,2.14,98,1004.4,288.25,92
2019-04-22-23:00:00,1.96,127,1004.6,289.75,90
2019-04-23-00:00:00,2.26,134,1004.7,291.35,83
2019-04-23-01:00:00,0.94,195,1004.9,292.95,75
2019-04-23-02:00:00,1.88,165,1005.2,293.85,71
2019-04-23-03:00:00,2.08,141,1005.1,294.65,66
2019-04-23-04:00:00,3.75,158,1004.2,296.25,59
2019-04-23-05:00:00,3.29,161,1003.5,297.35,56
2019-04-23-06:00:00,5.44,173,1003,298.45,52
2019-04-23-07:00:00,5.91,149,1002.1,298.25,54
2019-04-23-08:00:00,5.98,147,1001.7,298.55,53
2019-04-23-09:00:00,5.43,143,1001.8,298.25,54
2019-04-23-10:00:00,4.28,144,1002,298.25,53
2019-04-23-11:00:00,4.41,140,1002.8,297.45,56
2019-04-23-12:00:00,3.89,80,1003.6,296.25,62
2019-04-23-13:00:00,3.1,95,1004.7,295.65,64
2019-04-23-14:00:00,4.27,165,1004.5,295.85,62
2019-04-23-15:00:00,3.23,152,1004.7,295.05,66
2019-04-23-16:00:00,3.97,116,1004.9,293.95,71
2019-04-23-17:00:00,3.44,92,1004.3,292.75,78
2019-04-23-18:00:00,4.94,139,1004.2,292.45,78
2019-04-23-19:00:00,4.22,111,1004.4,291.65,84
2019-04-23-20:00:00,3.92,109,1004.7,291.35,85
2019-04-23-21:00:00,5.42,111,1004.9,291.05,86
2019-04-23-22:00:00,4.38,109,1005.3,290.75,87
2019-04-23-23:00:00,4.23,117,1006.1,290.95,86
2019-04-24-00:00:00,4.6,127,-9999,-9999,-9999
2019-04-24-01:00:00,4.13,103,1007.3,291.05,86
2019-04-24-02:00:00,5.47,120,1008.1,290.65,88
2019-04-24-03:00:00,11.59,37,1009.3,285.35,87
2019-04-24-04:00:00,11.24,43,1010,284.65,81
2019-04-24-05:00:00,9.65,31,1010.1,283.95,87
2019-04-24-06:00:00,9.51,35,1010.7,283.85,81
2019-04-24-07:00:00,10.56,23,1009.8,283.35,80
2019-04-24-08:00:00,9.42,18,1010.1,283.05,76
2019-04-24-09:00:00,8.7,7,1011.3,282.25,87
2019-04-24-10:00:00,8.78,6,1011.2,281.25,92
2019-04-24-11:00:00,7.91,16,1011.5,280.85,92
2019-04-24-12:00:00,8.57,17,1012,280.75,89
2019-04-24-13:00:00,8.67,17,1013.5,279.95,92
2019-04-24-14:00:00,7.76,19,1014,279.55,93
2019-04-24-15:00:00,8.59,20,1014.2,278.65,93
2019-04-24-16:00:00,6.85,24,1014,278.65,93
2019-04-24-17:00:00,6.55,23,1013.9,278.65,91
2019-04-24-18:00:00,4.75,20,1013.3,278.85,91
2019-04-24-19:00:00,6.06,24,1012.7,279.15,89
2019-04-24-20:00:00,5.04,17,1013.2,279.25,88
2019-04-24-21:00:00,2.1,354,1013.3,279.55,84
