DateTime,SPD10,DIR10,SLP,T2,RH2
2018-06-29-13:00:00,2.2,3,995.4,302.75,34
2018-06-29-14:00:00,2.6,98,996.1,304.15,31
2018-06-29-15:00:00,6.04,151,995.8,303.55,32
2018-06-29-16:00:00,5.15,82,996.6,301.35,41
2018-06-29-17:00:00,3.84,96,996.5,300.45,45
2018-06-29-18:00:00,3.74,95,996.6,299.55,49
2018-06-29-19:00:00,3.29,89,997,299.15,52
2018-06-29-20:00:00,1.76,94,997.5,298.35,56
2018-06-29-21:00:00,1.71,91,998.1,298.05,57
2018-06-29-22:00:00,2.13,16,998.8,298.25,58
2018-06-29-23:00:00,2.61,51,999.1,299.55,54
2018-06-30-00:00:00,3.4,90,999.4,300.95,53
2018-06-30-01:00:00,3.83,108,999.6,302.15,50
2018-06-30-02:00:00,4.25,113,999.9,303.55,47
2018-06-30-03:00:00,4.78,100,1000.2,304.95,44
2018-06-30-04:00:00,4.96,119,1000.1,305.95,39
2018-06-30-05:00:00,5.2,148,999.5,307.05,34
2018-06-30-06:00:00,5.97,145,998.6,307.75,36
2018-06-30-07:00:00,7.08,139,997.8,308.25,34
2018-06-30-08:00:00,7.14,133,998,307.35,41
2018-06-30-09:00:00,7.63,123,998.2,306.05,41
2018-06-30-10:00:00,7.63,120,998.1,304.95,36
2018-06-30-11:00:00,8.85,350,1002.6,295.15,76
2018-06-30-12:00:00,4.65,48,1002.3,295.35,79
2018-06-30-13:00:00,4.01,74,1002.6,294.85,85
2018-06-30-14:00:00,3.53,332,1002.6,294.25,87
2018-06-30-15:00:00,1.61,350,1004.7,295.05,84
2018-06-30-16:00:00,2.7,6,1003.7,295.15,80
2018-06-30-17:00:00,4.9,16,1002.2,294.95,82
2018-06-30-18:00:00,3.28,246,1002.5,295.15,80
2018-06-30-19:00:00,1.65,314,1002,294.25,85
2018-06-30-20:00:00,1.19,214,1002.4,295.35,77
2018-06-30-21:00:00,1.57,55,1002.8,295.15,79
2018-06-30-22:00:00,2.03,14,1003.2,295.05,82
2018-06-30-23:00:00,1.79,43,1003.5,295.75,82
2018-07-01-00:00:00,3.01,110,1003.9,297.15,70
2018-07-01-01:00:00,3.17,105,1003.9,297.95,67
2018-07-01-02:00:00,2.48,126,1003.5,298.95,62
2018-07-01-03:00:00,1.91,108,1002.9,300.35,57
2018-07-01-04:00:00,3.2,144,1002.5,301.05,56
2018-07-01-05:00:00,4.24,159,1002,302.35,55
2018-07-01-06:00:00,4.42,130,1001.4,302.15,59
2018-07-01-07:00:00,5.13,159,1000.9,303.15,54
2018-07-01-08:00:00,5.57,138,1000.5,303.65,51
2018-07-01-09:00:00,3.75,145,1000.1,303.55,51
2018-07-01-10:00:00,5.37,145,1000,303.55,51
2018-07-01-11:00:00,6.03,136,1000,303.35,53
2018-07-01-12:00:00,5.2,145,1000.4,301.65,60
2018-07-01-13:00:00,5.54,148,1000.9,300.85,63
2018-07-01-14:00:00,5.34,159,1001.1,300.05,66
2018-07-01-15:00:00,4.21,152,1001.1,299.45,67
2018-07-01-16:00:00,3.53,151,1001.2,298.85,69
2018-07-01-17:00:00,4.27,156,1001.2,298.55,69
2018-07-01-18:00:00,3.81,142,1001.4,298.15,74
2018-07-01-19:00:00,3.49,139,1001.3,297.65,78
2018-07-01-20:00:00,3.98,141,1001.4,297.35,79
2018-07-01-21:00:00,3.28,121,1001.4,297.25,78
2018-07-01-22:00:00,3.69,133,1001.2,297.15,78
2018-07-01-23:00:00,3.53,136,1001.1,297.15,79
2018-07-02-00:00:00,2.86,110,1001.2,297.45,76
2018-07-02-01:00:00,2.77,104,1000.8,298.15,73
2018-07-02-02:00:00,3.11,115,1000.9,298.85,69
2018-07-02-03:00:00,3.93,142,1001.2,299.05,68
2018-07-02-04:00:00,3.6,119,1000.7,300.55,63
2018-07-02-05:00:00,1.83,129,999.8,301.95,58
2018-07-02-06:00:00,3.5,140,998.9,302.65,55
2018-07-02-07:00:00,3.65,114,998.4,303.25,54
2018-07-02-08:00:00,4.59,132,997.7,303.65,53
2018-07-02-09:00:00,3.79,133,997.6,303.95,53
2018-07-02-10:00:00,3.87,103,997.2,303.35,55
2018-07-02-11:00:00,4.36,121,997,303.55,53
2018-07-02-12:00:00,4.41,133,996.9,303.05,56
2018-07-02-13:00:00,5.51,142,997.9,301.95,57
2018-07-02-14:00:00,4.24,132,998.1,300.95,59
2018-07-02-15:00:00,4.49,153,998.3,300.35,62
2018-07-02-16:00:00,3.68,86,998.5,297.55,80
2018-07-02-17:00:00,1.83,69,998.3,297.75,80
2018-07-02-18:00:00,1.97,40,998.2,297.25,82
2018-07-02-19:00:00,2.34,11,998,296.65,87
2018-07-02-20:00:00,3.35,20,997.9,296.25,88
2018-07-02-21:00:00,2.88,37,998.1,295.95,89
2018-07-02-22:00:00,2.68,22,998.1,295.85,89
2018-07-02-23:00:00,3.21,6,998.6,296.05,89
2018-07-03-00:00:00,3.11,27,998.8,296.45,87
2018-07-03-01:00:00,1.92,74,997.9,297.25,83
2018-07-03-02:00:00,2.34,105,997.8,297.75,79
2018-07-03-03:00:00,1.84,79,997.7,298.55,75
2018-07-03-04:00:00,1.48,49,997.3,300.15,70
2018-07-03-05:00:00,1.82,123,996.4,301.95,62
2018-07-03-06:00:00,2.08,112,995.5,302.35,59
2018-07-03-07:00:00,2.42,109,994.6,302.85,59
2018-07-03-08:00:00,3,146,994.1,303.65,54
2018-07-03-09:00:00,3.76,148,993.5,303.65,54
2018-07-03-10:00:00,3.7,124,993.2,303.75,55
2018-07-03-11:00:00,3.74,126,993.4,303.35,57
2018-07-03-12:00:00,3.81,135,994.1,302.85,58
2018-07-03-13:00:00,3.64,156,994.5,302.55,59
2018-07-03-14:00:00,4.28,159,994,301.95,63
2018-07-03-15:00:00,4.21,145,994.3,301.05,66
2018-07-03-16:00:00,2.7,141,994.2,300.55,67
2018-07-03-17:00:00,4.32,158,994,300.15,67
2018-07-03-18:00:00,2.71,80,994.2,298.85,74
2018-07-03-19:00:00,2.33,94,994.6,298.15,76
2018-07-03-20:00:00,2.26,85,994.6,297.35,81
2018-07-03-21:00:00,1.93,69,994.9,297.55,80
2018-07-03-22:00:00,2.54,122,995,297.95,77
2018-07-03-23:00:00,2.47,179,994.8,298.65,75
2018-07-04-00:00:00,2.14,246,994.7,300.25,70
2018-07-04-01:00:00,1.82,310,995,302.35,63
2018-07-04-02:00:00,1.63,215,994.6,303.85,52
2018-07-04-03:00:00,1.45,76,994.1,304.35,49
2018-07-04-04:00:00,2.18,127,993.6,305.85,46
2018-07-04-05:00:00,2.11,157,993,307.05,41
2018-07-04-06:00:00,2.9,249,992.3,307.45,41
2018-07-04-07:00:00,2.37,178,992,308.05,40
2018-07-04-08:00:00,3.7,183,991.6,308.95,39
2018-07-04-09:00:00,3.95,179,991,308.45,38
2018-07-04-10:00:00,3.29,180,991.3,308.65,37
2018-07-04-11:00:00,4.28,170,991.8,308.05,40
2018-07-04-12:00:00,4.81,161,992.5,307.25,42
2018-07-04-13:00:00,3.87,192,993.1,306.95,43
2018-07-04-14:00:00,4.51,173,993.5,305.75,46
2018-07-04-15:00:00,3.72,172,993.6,305.15,49
2018-07-04-16:00:00,3.61,112,993.8,302.95,58
2018-07-04-17:00:00,3.07,98,994.2,301.75,68
2018-07-04-18:00:00,4.26,100,994.6,300.55,75
2018-07-04-19:00:00,2.18,93,994.6,299.85,77
2018-07-04-20:00:00,2.39,82,994.8,299.55,78
2018-07-04-21:00:00,2.93,91,995.3,299.05,77
2018-07-04-22:00:00,2.73,91,995.9,299.35,74
2018-07-04-23:00:00,3.31,97,996.3,300.55,68
2018-07-05-00:00:00,3.55,101,996.7,301.45,66
2018-07-05-01:00:00,2.75,110,997,302.55,62
2018-07-05-02:00:00,3.15,64,997.3,304.15,58
2018-07-05-03:00:00,2.03,144,997.1,305.45,52
2018-07-05-04:00:00,2.05,126,996.8,307.05,49
2018-07-05-05:00:00,3.2,185,996,308.15,43
2018-07-05-06:00:00,1.42,192,996.1,307.65,44
2018-07-05-07:00:00,2.53,230,995.9,307.95,43
2018-07-05-08:00:00,2.03,159,996.2,307.75,42
2018-07-05-09:00:00,5.94,105,996.1,305.25,40
2018-07-05-10:00:00,11.84,27,999.5,300.95,59
2018-07-05-11:00:00,4.63,71,999.5,297.25,70
2018-07-05-12:00:00,7.97,5,1000.4,296.85,73
2018-07-05-13:00:00,2.9,2,1000.9,297.75,68
2018-07-05-14:00:00,2.72,32,1001.1,297.55,73
2018-07-05-15:00:00,1.99,350,1001.2,297.05,75
2018-07-05-16:00:00,2.65,22,1001.3,296.45,79
2018-07-05-17:00:00,2.33,343,1001.5,296.35,81
2018-07-05-18:00:00,2.02,3,1001.6,296.15,81
2018-07-05-19:00:00,2.65,344,1002.1,295.65,84
2018-07-05-20:00:00,2.05,349,1002.2,295.35,85
2018-07-05-21:00:00,2.03,333,1002.7,295.35,83
2018-07-05-22:00:00,2.84,4,1002.9,296.25,81
2018-07-05-23:00:00,3.38,3,1003.1,298.15,73
2018-07-06-00:00:00,3.43,3,1003.1,300.25,62
2018-07-06-01:00:00,2.63,355,1003,302.15,58
2018-07-06-02:00:00,2.27,111,1003.1,302.45,57
2018-07-06-03:00:00,1.99,143,1002.7,305.05,46
2018-07-06-04:00:00,4.27,123,1002.6,305.35,47
2018-07-06-05:00:00,2.75,152,1002,306.15,46
2018-07-06-06:00:00,5.61,155,1001.3,306.75,41
2018-07-06-07:00:00,4.37,138,1001,307.85,39
2018-07-06-08:00:00,5.74,172,1000.8,307.35,39
2018-07-06-09:00:00,6.16,147,1000.9,307.35,39
2018-07-06-10:00:00,5.73,151,1000.9,306.65,42
2018-07-06-11:00:00,6.45,141,1001.5,305.25,47
2018-07-06-12:00:00,6.13,140,1002.1,304.35,49
2018-07-06-13:00:00,5.91,137,1002.9,303.55,52
2018-07-06-14:00:00,6.02,135,1003.2,302.05,60
2018-07-06-15:00:00,4.58,158,1003.6,301.05,63
2018-07-06-16:00:00,4.95,166,1003.6,300.15,69
2018-07-06-17:00:00,4.13,155,1003.7,299.65,73
2018-07-06-18:00:00,3.41,147,1003.9,298.85,78
2018-07-06-19:00:00,3.73,139,1004.1,298.55,77
2018-07-06-20:00:00,3.37,100,1004.2,297.85,80
2018-07-06-21:00:00,3.55,106,1004.2,296.85,86
2018-07-06-22:00:00,3.85,110,1004.5,296.95,84
2018-07-06-23:00:00,4.13,108,1004.6,296.85,86
2018-07-07-00:00:00,3.3,105,1004.7,296.65,86
2018-07-07-01:00:00,4.3,120,1004.4,296.95,83
2018-07-07-02:00:00,4.99,149,1004.1,297.15,84
2018-07-07-03:00:00,4.44,135,1003.9,298.25,76
2018-07-07-04:00:00,3.76,140,1003,299.25,71
2018-07-07-05:00:00,2.67,120,1003.1,298.95,72
2018-07-07-06:00:00,3.2,148,1002.5,299.65,69
2018-07-07-07:00:00,4.03,135,1002.2,299.65,69
2018-07-07-08:00:00,3.2,137,1002.3,298.75,76
2018-07-07-09:00:00,2.93,88,1002,297.55,84
2018-07-07-10:00:00,2.41,98,1002,297.55,86
2018-07-07-11:00:00,1.84,51,1002.3,297.65,87
2018-07-07-12:00:00,1.68,64,1002.4,297.35,89
2018-07-07-13:00:00,1.95,96,1002.5,297.05,91
2018-07-07-14:00:00,2.41,107,1002,296.95,91
2018-07-07-15:00:00,1.73,74,1002,296.95,91
2018-07-07-16:00:00,3.1,125,1002.2,297.35,88
2018-07-07-17:00:00,3.22,165,1001.8,296.55,92
2018-07-07-18:00:00,3.24,149,1001.8,296.85,90
2018-07-07-19:00:00,2.48,120,1001.5,296.85,90
2018-07-07-20:00:00,2.12,98,1001.5,296.45,91
2018-07-07-21:00:00,3.7,110,1001.1,296.45,91
2018-07-07-22:00:00,2.89,123,1001.3,296.65,92
2018-07-07-23:00:00,2.32,84,1001.8,296.65,91
2018-07-08-00:00:00,2.09,104,1002,296.85,91
2018-07-08-01:00:00,2.14,32,1002.4,297.05,90
2018-07-08-02:00:00,2.05,37,1002.2,298.45,84
2018-07-08-03:00:00,1.36,63,1002.1,299.55,77
2018-07-08-04:00:00,1.69,63,1002.1,300.15,74
2018-07-08-05:00:00,1.97,68,1002,301.25,71
2018-07-08-06:00:00,2.3,117,1001.3,302.25,65
2018-07-08-07:00:00,2.2,72,1001,302.45,64
2018-07-08-08:00:00,3.48,102,1001,302.85,63
2018-07-08-09:00:00,3.44,148,1001.4,303.35,60
2018-07-08-10:00:00,4.71,140,1001.8,302.95,65
2018-07-08-11:00:00,3.94,122,1002.4,302.45,67
2018-07-08-12:00:00,4.24,114,1003.1,301.45,74
2018-07-08-13:00:00,3.62,103,1004,300.45,78
2018-07-08-14:00:00,4,136,1003.9,300.85,76
2018-07-08-15:00:00,3.75,110,1004.4,300.65,76
2018-07-08-16:00:00,3.66,167,1004.3,300.55,74
2018-07-08-17:00:00,3.05,131,1003.7,300.15,77
2018-07-08-18:00:00,3.64,105,1004,299.15,81
2018-07-08-19:00:00,3.14,134,1003.7,299.35,80
2018-07-08-20:00:00,3.39,120,1004,298.95,82
2018-07-08-21:00:00,3.64,137,1004.4,298.95,81
2018-07-08-22:00:00,2.52,97,1005.2,298.35,86
2018-07-08-23:00:00,3.58,125,1005.3,299.15,83
2018-07-09-00:00:00,2.95,116,1006.1,299.25,83
2018-07-09-01:00:00,3.76,128,1006.3,299.75,80
2018-07-09-02:00:00,4.09,125,1006.5,299.85,80
2018-07-09-03:00:00,3.97,119,1006.3,300.45,76
2018-07-09-04:00:00,4.41,132,1006.4,300.75,74
2018-07-09-05:00:00,4.78,133,1006.1,299.45,69
2018-07-09-06:00:00,3.28,137,1006.6,299.45,71
2018-07-09-07:00:00,1.16,34,1006.1,299.05,71
2018-07-09-08:00:00,2.18,127,1006,300.45,72
2018-07-09-09:00:00,3.22,300,1005.9,299.05,72
2018-07-09-10:00:00,0.97,17,1006.2,297.15,88
2018-07-09-11:00:00,3.86,135,1006.4,298.95,80
2018-07-09-12:00:00,4.83,155,1007.1,298.25,78
2018-07-09-13:00:00,4.89,149,1007.9,297.95,79
2018-07-09-14:00:00,3.5,123,1008.4,297.75,80
2018-07-09-15:00:00,4.08,122,1008.4,297.45,78
2018-07-09-16:00:00,2.93,105,1008.3,296.75,81
2018-07-09-17:00:00,2.17,94,1008,296.45,82
2018-07-09-18:00:00,2.41,121,1007.8,296.45,81
2018-07-09-19:00:00,2.31,88,1007.5,296.15,83
2018-07-09-20:00:00,2.29,113,1007.6,296.25,83
2018-07-09-21:00:00,1.66,101,1007.7,295.95,84
2018-07-09-22:00:00,2.12,117,1008.1,296.15,81
2018-07-09-23:00:00,1.93,102,1008,296.35,81
2018-07-10-00:00:00,1.89,102,1008.3,296.55,81
2018-07-10-01:00:00,1.72,117,1008.4,297.05,78
2018-07-10-02:00:00,2.17,131,1008.3,297.35,77
2018-07-10-03:00:00,1.71,116,1007.9,299.05,69
2018-07-10-04:00:00,1.47,127,1007.6,300.45,64
2018-07-10-05:00:00,1.05,69,1006.9,301.05,63
2018-07-10-06:00:00,2.64,187,1006.6,301.15,59
2018-07-10-07:00:00,3.35,189,1006.4,301.15,62
2018-07-10-08:00:00,3.12,177,1006.2,301.55,59
2018-07-10-09:00:00,3.03,190,1005.7,301.85,61
2018-07-10-10:00:00,2.23,167,1005.3,301.55,59
2018-07-10-11:00:00,3.18,143,1005.5,301.05,60
2018-07-10-12:00:00,3.47,129,1006.1,300.35,65
2018-07-10-13:00:00,3.11,179,1006.8,300.05,67
2018-07-10-14:00:00,3.45,180,1006.4,299.85,66
2018-07-10-15:00:00,2.1,145,1005.8,299.75,66
2018-07-10-16:00:00,3.18,172,1005.9,299.25,68
2018-07-10-17:00:00,2.52,176,1005.5,299.05,70
2018-07-10-18:00:00,3.75,187,1005.4,298.85,70
2018-07-10-19:00:00,3.16,180,1005.3,298.25,70
2018-07-10-20:00:00,2.45,162,1005,297.65,72
2018-07-10-21:00:00,2.52,144,1004.9,297.55,72
2018-07-10-22:00:00,2.22,147,1004.9,297.35,75
2018-07-10-23:00:00,2.8,126,1004.9,296.75,80
2018-07-11-00:00:00,3.45,160,1005.3,296.85,81
2018-07-11-01:00:00,3.15,182,1005.5,296.35,84
2018-07-11-02:00:00,4.05,161,1005.6,295.05,90
2018-07-11-03:00:00,4.2,170,1005.8,294.85,85
2018-07-11-04:00:00,2.49,164,1005.4,294.55,86
2018-07-11-05:00:00,1.72,67,1004.7,294.65,88
2018-07-11-06:00:00,2.4,48,1004,294.75,87
2018-07-11-07:00:00,2.12,42,1003.7,294.65,87
2018-07-11-08:00:00,2.32,24,1003.3,294.65,87
2018-07-11-09:00:00,2.8,23,1003,294.45,87
2018-07-11-10:00:00,2.03,22,1003.2,294.05,90
2018-07-11-11:00:00,2.04,28,1003.3,293.75,92
2018-07-11-12:00:00,1.67,82,1003.2,293.95,92
2018-07-11-13:00:00,1.59,6,1003.7,294.15,92
2018-07-11-14:00:00,1.63,18,1003.6,294.05,92
2018-07-11-15:00:00,1.56,351,1003.3,294.15,92
2018-07-11-16:00:00,1,325,1003.2,294.15,92
2018-07-11-17:00:00,2.11,321,1002.8,294.15,92
2018-07-11-18:00:00,0.82,308,1002.3,294.15,92
2018-07-11-19:00:00,1.59,322,1002.6,294.45,91
2018-07-11-20:00:00,0.96,74,1002.1,294.35,91
2018-07-11-21:00:00,1.8,37,1002.6,294.35,92
2018-07-11-22:00:00,0.9,8,1003.1,294.55,91
2018-07-11-23:00:00,1.8,358,1003.2,294.85,91
2018-07-12-00:00:00,2.54,20,1002.8,295.25,89
2018-07-12-01:00:00,2.14,337,1003.2,296.35,83
2018-07-12-02:00:00,0.85,48,1003.2,297.15,78
2018-07-12-03:00:00,0.66,341,1003.6,297.75,77
2018-07-12-04:00:00,1.94,106,1002.8,298.15,75
2018-07-12-05:00:00,1.94,305,1002.8,299.05,71
2018-07-12-06:00:00,0.78,256,1002.7,299.65,69
2018-07-12-07:00:00,1.15,61,1001.7,299.75,70
2018-07-12-08:00:00,2.48,273,1001.3,299.85,70
2018-07-12-09:00:00,2.87,1,1001.4,298.75,76
2018-07-12-10:00:00,1.76,335,1001.2,299.65,72
2018-07-12-11:00:00,2,351,1001.4,298.85,77
2018-07-12-12:00:00,2.92,345,1001.4,298.25,78
2018-07-12-13:00:00,1.64,14,1001.5,297.85,79
2018-07-12-14:00:00,1.63,348,1002,297.75,80
2018-07-12-15:00:00,1.53,345,1002.2,297.55,82
2018-07-12-16:00:00,2.63,343,1001.8,297.25,84
2018-07-12-17:00:00,2.72,326,1001.7,297.15,84
2018-07-12-18:00:00,3.12,322,1001.6,296.95,85
2018-07-12-19:00:00,1.73,245,1001.3,296.85,85
2018-07-12-20:00:00,1.8,344,1000.8,297.45,79
2018-07-12-21:00:00,1.39,320,1000.5,296.65,82
2018-07-12-22:00:00,2.05,12,1000.5,296.35,85
2018-07-12-23:00:00,1.05,95,1000.4,297.35,82
2018-07-13-00:00:00,1.57,360,1001.2,298.25,79
2018-07-13-01:00:00,0.98,43,1001.3,298.85,78
2018-07-13-02:00:00,1.52,340,1001.3,299.95,76
2018-07-13-03:00:00,1.55,327,1001,301.15,72
2018-07-13-04:00:00,1.81,80,1000.7,300.75,74
2018-07-13-05:00:00,1.93,66,1000.4,302.25,67
2018-07-13-06:00:00,2.06,102,999.9,302.25,69
2018-07-13-07:00:00,4.63,118,999.8,302.85,69
2018-07-13-08:00:00,4.7,135,999.2,301.75,75
2018-07-13-09:00:00,4.47,133,999,301.15,78
2018-07-13-10:00:00,3.5,118,998.8,300.95,77
2018-07-13-11:00:00,4.27,122,999.5,300.55,80
2018-07-13-12:00:00,2.96,135,999.7,300.05,81
2018-07-13-13:00:00,3.55,100,1000.1,299.15,84
2018-07-13-14:00:00,2.46,129,1000.5,299.15,86
2018-07-13-15:00:00,3.22,115,1000.5,298.95,86
2018-07-13-16:00:00,2.88,113,1000.1,298.55,89
2018-07-13-17:00:00,2.74,80,999.6,298.15,90
2018-07-13-18:00:00,2.43,119,999.1,298.35,89
2018-07-13-19:00:00,3.06,150,998.9,298.65,88
2018-07-13-20:00:00,3.43,177,998.5,298.35,88
2018-07-13-21:00:00,3.85,165,998.7,298.45,87
2018-07-13-22:00:00,2.88,174,999.6,298.55,86
2018-07-13-23:00:00,3.52,170,999.9,299.15,83
2018-07-14-00:00:00,4.1,151,1000.3,299.25,82
2018-07-14-01:00:00,2.07,143,1000.2,300.65,76
2018-07-14-02:00:00,2.36,102,1000.4,300.75,77
2018-07-14-03:00:00,2.37,89,1000.7,301.15,75
2018-07-14-04:00:00,2.33,130,1000.3,302.65,67
2018-07-14-05:00:00,3.05,83,1000,303.65,62
2018-07-14-06:00:00,2.05,57,999.5,304.35,63
2018-07-14-07:00:00,1.93,80,999,304.65,60
2018-07-14-08:00:00,3.14,127,998.8,305.05,58
2018-07-14-09:00:00,3.17,161,998.8,305.65,53
2018-07-14-10:00:00,3.6,157,999,305.25,56
2018-07-14-11:00:00,4.88,139,999.5,304.55,59
2018-07-14-12:00:00,3.44,146,999.9,303.55,66
2018-07-14-13:00:00,3.88,160,1000.4,302.85,68
2018-07-14-14:00:00,4.18,148,1000.8,302.15,72
2018-07-14-15:00:00,2.84,138,1001.2,301.85,70
2018-07-14-16:00:00,3.24,108,1001.3,300.75,77
2018-07-14-17:00:00,3.22,113,1001.4,300.05,80
2018-07-14-18:00:00,2.49,107,1001.1,299.55,83
2018-07-14-19:00:00,2.9,109,1001.3,299.15,86
2018-07-14-20:00:00,1.94,103,1001.5,298.85,88
2018-07-14-21:00:00,2.13,90,1001.4,298.55,89
2018-07-14-22:00:00,1.65,105,1001.5,298.85,89
2018-07-14-23:00:00,2.63,93,1001.7,299.35,87
2018-07-15-00:00:00,1.95,75,1001.9,300.65,81
2018-07-15-01:00:00,2.3,80,1001.4,301.55,73
2018-07-15-02:00:00,2.42,123,1001.3,303.35,64
2018-07-15-03:00:00,2.85,135,1001.5,303.95,62
2018-07-15-04:00:00,3.66,134,1001.5,304.55,61
2018-07-15-05:00:00,4.49,159,1001.1,305.15,59
2018-07-15-06:00:00,4.22,148,1000.6,305.85,57
2018-07-15-07:00:00,3.1,163,999.5,306.75,53
2018-07-15-08:00:00,4.42,177,999.1,306.75,53
2018-07-15-09:00:00,5.5,137,998.9,307.15,51
2018-07-15-10:00:00,6.27,162,998.8,306.85,52
2018-07-15-11:00:00,5.16,146,999,305.65,59
2018-07-15-12:00:00,4.19,155,999.6,305.15,61
2018-07-15-13:00:00,5.07,145,1000.1,304.45,65
2018-07-15-14:00:00,4.77,139,1000.2,303.65,71
2018-07-15-15:00:00,4.89,145,1000.3,303.45,73
2018-07-15-16:00:00,5.08,137,1000.1,303.05,74
2018-07-15-17:00:00,5.55,145,999.7,302.65,77
2018-07-15-18:00:00,4.34,143,998.8,301.95,81
2018-07-15-19:00:00,5.53,148,998.8,301.65,81
2018-07-15-20:00:00,5.08,200,999.8,297.85,92
2018-07-15-21:00:00,3.26,222,999.5,298.55,86
2018-07-15-22:00:00,1.03,134,1000.2,298.85,85
2018-07-15-23:00:00,2.72,97,1000.3,298.45,88
2018-07-16-00:00:00,3.58,130,1000.5,297.85,93
2018-07-16-01:00:00,3.61,337,1001,298.25,93
2018-07-16-02:00:00,2.75,360,1001.5,298.75,91
2018-07-16-03:00:00,2.39,82,1001,299.35,88
2018-07-16-04:00:00,3.07,53,1000.6,299.45,87
2018-07-16-05:00:00,2.93,11,999.9,299.25,86
2018-07-16-06:00:00,3.57,6,999.6,300.05,86
2018-07-16-07:00:00,3.57,16,999,301.65,79
2018-07-16-08:00:00,4.17,33,999.1,300.85,81
2018-07-16-09:00:00,3.32,101,999.8,299.25,88
2018-07-16-10:00:00,2.8,30,999.3,299.55,88
2018-07-16-11:00:00,8.09,288,1001.7,297.25,88
2018-07-16-12:00:00,3.84,134,1000.7,297.25,89
2018-07-16-13:00:00,2.53,27,1000.5,297.15,89
2018-07-16-14:00:00,1.49,106,1001.2,297.25,90
2018-07-16-15:00:00,1.57,340,1001.3,297.25,90
2018-07-16-16:00:00,2.88,241,1002.1,297.75,89
2018-07-16-17:00:00,2.23,350,1001.1,297.25,91
2018-07-16-18:00:00,3.53,6,1000.8,297.05,91
2018-07-16-19:00:00,3.06,46,1000.5,297.35,91
2018-07-16-20:00:00,2.3,352,1000.5,297.25,91
2018-07-16-21:00:00,2.13,5,1000.6,297.35,91
2018-07-16-22:00:00,1.18,8,1000.3,297.65,90
2018-07-16-23:00:00,4.08,283,1001,297.75,90
2018-07-17-00:00:00,5.36,254,1001.8,296.85,93
2018-07-17-01:00:00,2.85,43,1000.9,296.15,92
2018-07-17-02:00:00,3.81,17,1001.2,295.85,91
2018-07-17-03:00:00,1.95,24,1001.4,295.95,91
2018-07-17-04:00:00,3.71,38,1000.7,297.15,88
2018-07-17-05:00:00,3.53,55,1000.5,298.05,86
2018-07-17-06:00:00,2.84,61,1000.1,298.25,87
2018-07-17-07:00:00,2.68,108,999.8,298.25,88
2018-07-17-08:00:00,3.37,86,999.4,298.05,89
2018-07-17-09:00:00,5.11,105,999,297.85,90
2018-07-17-10:00:00,3.8,105,998.5,297.95,90
2018-07-17-11:00:00,3.17,103,998.9,297.75,90
2018-07-17-12:00:00,3.08,112,999.1,297.65,90
2018-07-17-13:00:00,2.01,124,999.9,297.65,90
2018-07-17-14:00:00,2.24,132,999.8,297.55,90
2018-07-17-15:00:00,1.5,113,1000.3,297.95,90
2018-07-17-16:00:00,2.21,135,1000,298.05,90
2018-07-17-17:00:00,2.29,82,1000,297.85,91
2018-07-17-18:00:00,3.04,104,999.6,297.75,92
2018-07-17-19:00:00,1.72,73,999.8,297.65,92
2018-07-17-20:00:00,2.08,111,999.9,297.55,92
2018-07-17-21:00:00,0.46,47,1000.6,297.65,91
2018-07-17-22:00:00,1.07,58,1000.7,297.85,91
2018-07-17-23:00:00,1.4,61,1001.1,298.15,90
2018-07-18-00:00:00,1.96,85,1001.6,298.75,89
2018-07-18-01:00:00,1.49,84,1001.8,299.35,87
2018-07-18-02:00:00,2.1,29,1001.8,299.85,84
2018-07-18-03:00:00,1.26,34,1001.8,301.15,81
2018-07-18-04:00:00,1.22,109,1001.5,301.75,74
2018-07-18-05:00:00,0.8,93,1001,301.85,74
2018-07-18-06:00:00,1.52,77,1000.7,302.15,76
2018-07-18-07:00:00,1.53,70,1000.4,302.15,77
2018-07-18-08:00:00,1.5,101,1000.2,302.35,77
2018-07-18-09:00:00,1.76,74,1000,302.75,76
2018-07-18-10:00:00,2.11,83,999.8,302.85,77
2018-07-18-11:00:00,2.39,45,1000.3,302.25,79
2018-07-18-12:00:00,2.45,60,1000.2,301.65,83
2018-07-18-13:00:00,1.14,4,1000.9,301.25,83
2018-07-18-14:00:00,2.12,1,1001.1,301.25,83
2018-07-18-15:00:00,0.67,244,1001.5,300.65,86
2018-07-18-16:00:00,3.87,152,1001.5,299.45,83
2018-07-18-17:00:00,2.45,107,1000.8,298.55,87
2018-07-18-18:00:00,2.18,96,1001.2,298.65,85
2018-07-18-19:00:00,1.74,100,1001.4,299.45,81
2018-07-18-20:00:00,2.01,351,1001.7,298.85,85
2018-07-18-21:00:00,2.62,18,1001.9,298.35,88
2018-07-18-22:00:00,2.83,30,1002.3,298.65,86
2018-07-18-23:00:00,2.48,26,1002,299.25,87
2018-07-19-00:00:00,3.03,6,1002.3,298.85,89
2018-07-19-01:00:00,2.89,296,1002.2,299.45,87
2018-07-19-02:00:00,2.53,289,1001.6,299.15,86
2018-07-19-03:00:00,1.74,14,1001.7,299.65,87
2018-07-19-04:00:00,1.28,352,1001.4,300.65,86
2018-07-19-05:00:00,2.23,111,1000.9,303.35,79
2018-07-19-06:00:00,4.04,147,1000.2,305.15,69
