DateTime,SPD10,DIR10,SLP,T2,RH2,TD2
2018-03-11-11:00:00,1.28000,358.00000,1016.50000,279.05000,40.00000,266.46000
2018-03-11-12:00:00,1.72000,348.00000,1016.60000,277.95000,38.00000,264.79000
2018-03-11-13:00:00,1.31000,3.00000,1016.50000,278.25000,39.00000,265.40000
2018-03-11-14:00:00,0.88000,344.00000,1016.30000,278.25000,39.00000,265.40000
2018-03-11-15:00:00,1.43000,305.00000,1015.90000,278.45000,37.00000,264.90000
2018-03-11-16:00:00,1.08000,27.00000,1015.40000,277.85000,44.00000,266.61000
2018-03-11-17:00:00,0.89000,114.00000,1014.90000,278.05000,45.00000,267.09000
2018-03-11-18:00:00,0.81000,101.00000,1014.30000,277.55000,67.00000,271.96000
2018-03-11-19:00:00,0.95000,182.00000,1013.50000,277.05000,71.00000,272.28000
2018-03-11-20:00:00,0.50000,161.00000,1012.70000,274.85000,81.00000,271.94000
2018-03-11-21:00:00,1.03000,266.00000,1012.30000,273.55000,84.00000,271.16000
2018-03-11-22:00:00,1.25000,359.00000,1012.20000,273.15000,74.00000,269.06000
2018-03-11-23:00:00,0.74000,6.00000,1011.90000,272.95000,69.00000,268.46000
2018-03-12-00:00:00,1.15000,333.00000,1012.10000,275.95000,54.00000,267.54000
2018-03-12-01:00:00,0.71000,12.00000,1012.10000,277.85000,47.00000,267.48000
2018-03-12-02:00:00,0.66000,24.00000,1011.40000,280.15000,39.00000,267.13000
2018-03-12-03:00:00,1.41000,237.00000,1010.60000,280.85000,38.00000,267.42000
2018-03-12-04:00:00,2.49000,194.00000,1009.60000,282.85000,34.00000,267.75000
2018-03-12-05:00:00,1.94000,198.00000,1008.70000,283.45000,35.00000,268.67000
2018-03-12-06:00:00,1.36000,210.00000,1007.30000,284.75000,34.00000,269.45000
2018-03-12-07:00:00,2.14000,149.00000,1006.70000,285.85000,38.00000,271.95000
2018-03-12-08:00:00,2.91000,183.00000,1006.10000,285.35000,39.00000,271.85000
2018-03-12-09:00:00,2.75000,169.00000,1006.00000,284.95000,40.00000,271.83000
2018-03-12-10:00:00,1.74000,162.00000,1006.30000,283.95000,44.00000,272.22000
2018-03-12-11:00:00,1.34000,125.00000,1006.60000,281.25000,55.00000,272.77000
2018-03-12-12:00:00,1.75000,96.00000,1007.10000,281.25000,55.00000,272.77000
2018-03-12-13:00:00,1.00000,94.00000,1007.20000,278.95000,73.00000,274.50000
2018-03-12-14:00:00,0.81000,103.00000,1006.90000,277.85000,75.00000,273.81000
2018-03-12-15:00:00,0.65000,358.00000,1007.10000,277.85000,71.00000,273.05000
2018-03-12-16:00:00,0.61000,357.00000,1006.80000,277.25000,73.00000,272.85000
2018-03-12-17:00:00,0.64000,79.00000,1006.70000,276.55000,76.00000,272.72000
2018-03-12-18:00:00,0.62000,345.00000,1006.60000,276.05000,77.00000,272.42000
2018-03-12-19:00:00,1.32000,7.00000,1006.20000,275.35000,80.00000,272.26000
2018-03-12-20:00:00,1.63000,342.00000,1006.00000,274.65000,73.00000,270.33000
2018-03-12-21:00:00,0.84000,333.00000,1005.90000,274.05000,83.00000,271.49000
2018-03-12-22:00:00,1.81000,340.00000,1005.80000,273.65000,81.00000,270.76000
2018-03-12-23:00:00,1.76000,348.00000,1006.10000,274.75000,75.00000,270.79000
2018-03-13-00:00:00,1.99000,353.00000,1006.50000,277.45000,67.00000,271.87000
2018-03-13-01:00:00,1.38000,345.00000,1006.90000,280.75000,53.00000,271.80000
2018-03-13-02:00:00,1.52000,11.00000,1006.70000,282.85000,47.00000,272.11000
2018-03-13-03:00:00,1.74000,331.00000,1006.30000,286.35000,39.00000,272.76000
2018-03-13-04:00:00,1.59000,229.00000,1005.70000,287.55000,33.00000,271.55000
2018-03-13-05:00:00,1.17000,207.00000,1005.10000,289.35000,29.00000,271.39000
2018-03-13-06:00:00,2.04000,216.00000,1004.00000,290.85000,28.00000,272.22000
2018-03-13-07:00:00,1.88000,223.00000,1003.60000,291.25000,27.00000,272.07000
2018-03-13-08:00:00,2.15000,186.00000,1003.40000,291.95000,26.00000,272.17000
2018-03-13-09:00:00,2.26000,183.00000,1003.60000,291.65000,27.00000,272.42000
2018-03-13-10:00:00,0.68000,85.00000,1004.00000,288.75000,34.00000,273.03000
2018-03-13-11:00:00,0.77000,74.00000,1004.50000,285.75000,44.00000,273.88000
2018-03-13-12:00:00,1.11000,157.00000,1005.30000,283.45000,57.00000,275.34000
2018-03-13-13:00:00,0.70000,61.00000,1005.80000,282.55000,60.00000,275.21000
2018-03-13-14:00:00,1.05000,24.00000,1006.00000,282.55000,54.00000,273.74000
2018-03-13-15:00:00,0.53000,57.00000,1006.10000,281.25000,60.00000,273.98000
2018-03-13-16:00:00,0.67000,344.00000,1006.40000,281.75000,60.00000,274.45000
2018-03-13-17:00:00,1.21000,356.00000,1006.90000,279.75000,65.00000,273.66000
2018-03-13-18:00:00,3.36000,119.00000,1007.40000,283.85000,67.00000,278.01000
2018-03-13-19:00:00,0.89000,198.00000,1006.70000,282.45000,73.00000,277.88000
2018-03-13-20:00:00,1.24000,322.00000,1006.30000,280.85000,82.00000,277.99000
2018-03-13-21:00:00,1.15000,291.00000,1006.30000,279.85000,86.00000,277.68000
2018-03-13-22:00:00,1.26000,188.00000,1006.30000,278.75000,86.00000,276.60000
2018-03-13-23:00:00,0.55000,49.00000,1006.70000,279.15000,87.00000,277.16000
2018-03-14-00:00:00,0.66000,126.00000,1007.00000,280.65000,83.00000,277.96000
2018-03-14-01:00:00,1.57000,109.00000,1007.20000,282.65000,72.00000,277.88000
2018-03-14-02:00:00,2.00000,139.00000,1006.70000,284.55000,63.00000,277.80000
2018-03-14-03:00:00,2.60000,140.00000,1006.60000,286.35000,58.00000,278.33000
