DateTime,SPD10,DIR10,SLP,T2,RH2,TD2
2018-03-07-09:00:00,1.39000,187.00000,1019.80000,275.35000,47.00000,265.16000
2018-03-07-10:00:00,0.78000,7.00000,1020.90000,274.55000,49.00000,264.96000
2018-03-07-11:00:00,2.65000,36.00000,1022.50000,274.55000,49.00000,264.96000
2018-03-07-12:00:00,3.21000,51.00000,1023.80000,274.45000,49.00000,264.87000
2018-03-07-13:00:00,3.10000,31.00000,1024.90000,274.15000,50.00000,264.85000
2018-03-07-14:00:00,2.05000,351.00000,1026.20000,271.75000,55.00000,264.66000
2018-03-07-15:00:00,1.60000,5.00000,1027.00000,271.65000,58.00000,265.18000
2018-03-07-16:00:00,2.61000,8.00000,1027.70000,270.55000,59.00000,264.32000
2018-03-07-17:00:00,1.87000,1.00000,1028.30000,271.55000,56.00000,264.67000
2018-03-07-18:00:00,2.70000,14.00000,1028.60000,272.05000,49.00000,263.61000
2018-03-07-19:00:00,3.62000,4.00000,1028.70000,269.95000,53.00000,262.53000
2018-03-07-20:00:00,4.79000,36.00000,1028.70000,271.25000,43.00000,261.38000
2018-03-07-21:00:00,2.49000,42.00000,1029.30000,270.45000,41.00000,260.10000
2018-03-07-22:00:00,5.89000,30.00000,1029.30000,270.85000,36.00000,259.02000
2018-03-07-23:00:00,3.16000,20.00000,1030.20000,270.65000,36.00000,258.84000
2018-03-08-00:00:00,5.06000,37.00000,1030.60000,272.35000,30.00000,258.37000
2018-03-08-01:00:00,3.87000,41.00000,1031.10000,274.25000,27.00000,257.18000
2018-03-08-02:00:00,1.49000,85.00000,1031.10000,276.25000,25.00000,257.99000
2018-03-08-03:00:00,1.84000,50.00000,1030.70000,276.95000,24.00000,258.10000
2018-03-08-04:00:00,1.18000,123.00000,1029.50000,278.85000,23.00000,259.22000
2018-03-08-05:00:00,1.53000,260.00000,1028.40000,279.85000,21.00000,258.95000
2018-03-08-06:00:00,4.01000,192.00000,1026.90000,280.55000,21.00000,259.55000
